Parasite.species,Chain.length,Host.habitat,Min.lat,Avg.lat,Max.lat,Min.long,Avg.long,Max.long,parasiteKingdom,parasitePhylum,parasiteClass,parasiteOrder,parasiteFamily,parasiteGenus
Gongylonema brevispiculum,2,terrestrial,33.886917,33.886917,33.886917,9.537499,9.537499,9.537499,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Gongylonema congolense,2,terrestrial,-6.2649292,-6.2649292,-6.2649292,14.2343282,14.2343282,14.2343282,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Gongylonema ingluvicola,2,terrestrial,-35.675147,9.256611849999999,37.09024,-95.712891,-62.448701875,-1.023194,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Gongylonema mucronatum,2,terrestrial,39.3587759,43.869104449999995,48.379433,2.7356328,16.95060635,31.1655799,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Gongylonema neoplasticum,2,terrestrial,-17.713371,26.17827946,56.26392,-124.508523,47.100662660000005,178.065032,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Gongylonema problematicum,2,terrestrial,38.969719,42.788927666666666,48.019573,59.556278,63.688407999999995,66.923684,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Gongylonema pulchrum,2,terrestrial,9.748916999999999,38.43755008181818,56.130366,-155.5827818,-10.523352086363637,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Gongylonema soricis,2,terrestrial,37.5442706,45.627038799999994,53.709807,-4.7277528,11.6128181,27.953389,Animalia,Nematoda,Chromadorea,Rhabditida,Gongylonematidae,Gongylonema
Graphidium strigosum,1,terrestrial,-31.2532183,38.9050372,60.12816100000001,-16.9594723,13.794623127272727,146.921099,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Graphidium
Grillotia erinaceus,3,marine,-14.5994134,40.24994546,68.8773537,-77.40677199999999,5.095142390000001,149.3658173,Animalia,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Grillotia
Gynandrotaenia stammeri,2,freshwater,46.227638,46.227638,46.227638,2.213749,2.213749,2.213749,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Progynotaeniidae,Gynandrotaenia
Gyrinicola batrachiensis,1,freshwater,53.569001,54.8496835,56.130366,-113.571487,-109.959129,-106.346771,Animalia,Nematoda,Chromadorea,Rhabditida,Pharyngodonidae,Gyrinicola
Hadjelia truncata,2,terrestrial,14.058324,31.049585266666664,38.861034,-4.7277528,41.432565866666664,108.277199,Animalia,Nematoda,Chromadorea,Rhabditida,Habronematidae,Hadjelia
Haemonchus contortus,1,terrestrial,-40.900557,24.168675263157894,64.963051,-155.5827818,2.005723860526317,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Haemonchus placei,1,terrestrial,-38.416097,19.28436692413793,60.12816100000001,-155.5827818,-28.044722317241376,146.921099,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Haemonchus
Hammerschmidtiella diesingi,1,terrestrial,-20,36.82947406363636,53.7266683,-127.6476205,-18.880995618181817,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Thelastomatidae,Hammerschmidtiella
Haplobothrium globuliforme,3,freshwater,43.6333482,49.67418598,56.130366,-113.571487,-94.37128134,-77.82706689999999,Animalia,Platyhelminthes,Cestoda,Haplobothriidea,Haplobothriidae,Haplobothrium
Hartertia obesa,2,terrestrial,38.969719,38.969719,38.969719,59.556278,59.556278,59.556278,Animalia,Nematoda,Chromadorea,Rhabditida,Hartertiidae,Hartertia
Hassalstrongylus musculi,1,terrestrial,23.634501,23.634501,23.634501,-102.552784,-102.552784,-102.552784,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Hassalstrongylus
Hedruris androphora,2,freshwater,41.87194,46.85128733333333,51.165691,10.451526,12.522992666666667,14.550072,Animalia,Nematoda,Chromadorea,Rhabditida,Hedruridae,Hedruris
Hedruris spinigera,2,freshwater,-40.900557,23.28218933333333,56.511018,-4.548056,57.95118,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Hedruridae,Hedruris
Heligmosomoides kurilensis,1,terrestrial,36.204824,36.204824,36.204824,138.252924,138.252924,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides
Heligmosomoides laevis,1,terrestrial,37.5442706,50.202376,61.92410999999999,-4.7277528,19.097260285714285,43.35689199999999,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides
Heligmosomoides polygyrus,1,terrestrial,-40.900557,44.227062427999996,64.963051,-106.346771,3.0294675160000004,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides
Heligmosomum mixtum,1,terrestrial,46.227638,55.7156405,63.15587019999999,2.213749,32.92198582857143,108.1649965,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomum
Hepatojarakus malayae,1,terrestrial,-0.789275,-0.789275,-0.789275,113.921327,113.921327,113.921327,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Hepatojarakus
Heterakis gallinarum,2,terrestrial,-37.01,27.760729603571427,56.49067119999999,-106.4508639,12.357058014285714,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Heterakidae,Heterakis
Heterakis spumosa,2,terrestrial,-40.900557,23.29920644117647,64.963051,-106.346771,46.210764294117645,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Heterakidae,Heterakis
Hexametra boddaertii,2,terrestrial,36.778261,36.778261,36.778261,-119.4179324,-119.4179324,-119.4179324,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Hexametra
Hexametra quadricornis,2,terrestrial,-13.254308,11.475258,36.204824,34.301525,86.2772245,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Hexametra
Hunterella nodulosa,2,freshwater,43.6333482,50.339163066666664,56.130366,-106.346771,-89.83235063333333,-77.82706689999999,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Capingentidae,Hunterella
Hymenolepis abortiva,2,freshwater,53.9332706,53.9332706,53.9332706,-116.5765035,-116.5765035,-116.5765035,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Hymenolepis cantaniana,2,terrestrial,22,31.93597,41.87194,12.56738,45.78369,79,NA,NA,NA,NA,NA,NA
Hymenolepis carioca,2,terrestrial,-35.675147,10.3296719,33.223191,-81.5157535,19.07784025,101.7,NA,NA,NA,NA,NA,NA
Hymenolepis citelli,2,terrestrial,37.09024,47.00130364,56.130366,-116.5765035,-104.43321482,-88.7878678,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis
Hymenolepis diminuta,2,terrestrial,-40.900557,27.64217857,63.15587019999999,-170.477306,20.316741318333335,178.065032,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis
Hymenolepis nana,2,terrestrial,-38.416097,18.994858095652173,64.963051,-170.477306,8.63412625,143.95555,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis
Hymenolepis peromysci,2,terrestrial,36.778261,36.778261,36.778261,-119.4179324,-119.4179324,-119.4179324,NA,NA,NA,NA,NA,NA
Hyostrongylus rubidus,1,terrestrial,-35.675147,26.9993499,56.95962400000001,-93.097702,-31.023840894117644,136.2091547,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Hyostrongylus
Hysterothylacium analarum,3,freshwater,51.253775,51.253775,51.253775,-85.323214,-85.323214,-85.323214,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Hysterothylacium
Hysterothylacium bidentatum,2,freshwater,54.5259614,54.5259614,54.5259614,15.2551187,15.2551187,15.2551187,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Hysterothylacium
Hysterothylacium haze,2,marine,35.4543846,35.8296043,36.204824,138.252924,138.9485655,139.644207,Animalia,Nematoda,Chromadorea,Rhabditida,Raphidascarididae,Hysterothylacium
Hystrichis tricolor,2,freshwater,27.6648274,39.542608685714285,54.5259614,-81.5157535,25.842047885714287,71.276093,Animalia,Nematoda,Enoplea,Dioctophymatida,Dioctophymatidae,Hystrichis
Joyeuxiella echinorhynchoides,3,terrestrial,22,36.9131426,42.0396042,-4.7277528,36.938302225,79,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dipylidiidae,Joyeuxiella
Joyeuxiella pasqualei,3,terrestrial,14.497401,33.79839385,51.165691,-14.452362,23.5568571,79,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dipylidiidae,Joyeuxiella
Joyeuxilepis acanthorhyncha,2,freshwater,23.69781,42.10445,54.236107,-4.548056,49.192679633333334,120.960515,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Joyeuxilepis
Joyeuxilepis decacantha,2,freshwater,9.145000000000001,34.63658050000001,60.12816100000001,18.643501,29.566587000000002,40.489673,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Joyeuxilepis
Joyeuxilepis octacantha,2,freshwater,48.379433,48.379433,48.379433,31.1655799,31.1655799,31.1655799,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Amabiliidae,Tatria
Khawia armeniaca,2,freshwater,33.223191,38.535899,42.315407,43.35689199999999,44.02479066666666,45.038189,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Lytocestidae,Khawia
Khawia baltica,2,freshwater,55.169438,55.169438,55.169438,23.881275,23.881275,23.881275,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Caryophyllaeidae,Caryophyllaeus
Khawia japonensis,2,freshwater,36.204824,39.0699005,41.934977,50.66894500000001,94.46093450000001,138.252924,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Lytocestidae,Khawia
Khawia parva,2,freshwater,36.204824,36.204824,36.204824,138.252924,138.252924,138.252924,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Lytocestidae,Khawia
Khawia sinensis,2,freshwater,36.204824,46.50893482857143,63.15587019999999,-95.712891,29.380436771428574,138.252924,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Lytocestidae,Khawia
Lacistorhynchus dollfusi,3,marine,-32.98,22.0698748,62.4113634,-149.0729714,-113.16696793333332,-71.00999999999999,Animalia,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Lacistorhynchus
Lacistorhynchus tenuis,3,marine,-42.6919232,26.41547791,68.8773537,-149.0729714,-21.19284847,171.3399414,Animalia,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Lacistorhynchus
Lagochilascaris minor,2,terrestrial,6.42375,17.6787663,28.9337826,-95.30845339999999,-80.9490917,-66.58973,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Lagochilascaris
Lateriporus clerci,2,freshwater,40.069099,51.03466085,61.52401,15.2551187,58.133936925,105.318756,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Lateriporus
Lateriporus mathevossianae,2,freshwater,56.130366,61.445855550000005,66.7613451,-106.346771,8.888490999999995,124.123753,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Lateriporus
Lateriporus skrjabini,2,freshwater,53.7608608,57.646460625,66.7613451,-116.5765035,-49.403349425,124.123753,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Lateriporus
Leidynema appendiculata,1,terrestrial,21.521757,37.21755198,53.7266683,-127.6476205,-33.52330146,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Thelastomatidae,Leidynema
Leptorhynchoides thecatus,4,freshwater,30.9842977,43.92805434117647,56.130366,-106.346771,-85.09540053529412,-56.22,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Leptorhynchoides
Libyostrongylus douglassii,1,terrestrial,-37.01,21.8553673,60.12816100000001,-79.01929969999999,18.125526400000002,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Libyostrongylus
Ligula intestinalis,3,freshwater,-23.59,43.56123704782608,63.15587019999999,-127.6476205,-5.439725058695652,108.1649965,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Ligula
Lineolepis scutigera,2,terrestrial,48.019573,52.6801418,63.15587019999999,10.451526,35.382836275,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Lineolepis
Macracanthorhynchus catulinus,3,terrestrial,37.5442706,46.82507541428571,54.236107,-4.7277528,40.30709951428572,108.1649965,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Macracanthorhynchus
Macracanthorhynchus ingens,3,terrestrial,27.6648274,37.5605266,53.569001,-113.571487,-91.1615460625,-77.1945247,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Macracanthorhynchus
Mastophorus muris,2,terrestrial,-40.900557,33.181355552,61.92410999999999,-4.7277528,62.106120344000004,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Mastophorus
Mathevotaenia symmetrica,2,terrestrial,15.870032,40.87412678333333,54.5259614,15.2551187,74.45078353333334,108.1649965,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Mathevotaenia
Maupasina weissi,2,terrestrial,33.886917,33.886917,33.886917,9.537499,9.537499,9.537499,Animalia,Nematoda,Chromadorea,Rhabditida,Maupasinidae,Maupasina
Mediorhynchus centurorum,2,terrestrial,27.6648274,27.6648274,27.6648274,-81.5157535,-81.5157535,-81.5157535,Animalia,Acanthocephala,Archiacanthocephala,Gigantorhynchida,Giganthorhynchidae,Mediorhynchus
Mediorhynchus grandis,2,terrestrial,-25.274398,22.32899724,39.0457549,-97.092877,-42.661319819999996,133.775136,Animalia,Acanthocephala,Archiacanthocephala,Gigantorhynchida,Giganthorhynchidae,Mediorhynchus
Megalobatrachonema terdentatum,2,freshwater,37.5442706,38.3092393,39.074208,-4.7277528,8.548279599999999,21.824312,Animalia,Nematoda,Chromadorea,Rhabditida,Cosmocercidae,Megalobatrachonema
Megathylacoides giganteum,3,freshwater,23.634501,43.46693286,53.7608608,-102.552784,-89.40040701999999,-77.82706689999999,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Megathylacoides
Metacanthocephalus johnstoni,2,marine,-14.5994134,-14.5994134,-14.5994134,-28.6731465,-28.6731465,-28.6731465,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Metacanthocephalus
Metastrongylus apri,2,terrestrial,-35.675147,24.8903935,54.236107,-155.5827818,18.085854981818184,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Metastrongylus
Metastrongylus pudendotectus,2,terrestrial,-25.274398,32.31070310714286,56.95962400000001,-155.5827818,30.100768835714288,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Metastrongylus
Metastrongylus salmi,2,terrestrial,-35.675147,31.341701716666666,56.95962400000001,-119.4179324,4.47626245,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Metastrongylus
Metroliasthes lucida,2,terrestrial,27.6648274,39.04779776666667,46.227638,-81.5157535,-50.40976896666667,2.213749,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Paruterinidae,Metroliasthes
Microsomacanthus compressa,3,freshwater,27.6648274,43.34546514,56.130366,-106.346771,-23.425827620000003,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Microsomacanthus diorchis,2,marine,78.90136,78.90136,78.90136,13.4838877,13.4838877,13.4838877,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Microsomacanthus ductilis,2,marine,36.204824,59.14417574,78.90136,-149.4936733,-9.55348666,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Microsomacanthus hopkinsi,2,freshwater,27.6648274,47.51347656666667,56.130366,-106.346771,-59.9606282,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Microsomacanthus microskrjabini,2,freshwater,43.41302899999999,49.30760933333333,56.130366,-106.346771,-13.627291700000002,34.299316,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Microsomacanthus paracompressa,3,freshwater,47.3682887,50.670979675,56.130366,-106.346771,-5.108526450000003,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Microsomacanthus paramicrosoma,3,freshwater,40.069099,44.044336,48.019573,45.038189,55.9809365,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Microsomacanthus spiralibursata,3,freshwater,47.3682887,51.74932735,56.130366,-106.346771,-48.904657900000004,8.5374552,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Microsomacanthus tuvensis,2,freshwater,48.019573,52.0749695,56.130366,-106.346771,-19.711543500000005,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Microtetrameres corax,2,terrestrial,38.969719,40.173604999999995,41.377491,59.556278,62.070769999999996,64.585262,Animalia,Nematoda,Chromadorea,Rhabditida,Tetrameridae,Microtetrameres
Microtetrameres helix,2,terrestrial,38.861034,46.734825425,53.7608608,-98.8138762,-9.125414324999998,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Tetrameridae,Microtetrameres
Microtetrameres inermis,2,terrestrial,38.861034,38.861034,38.861034,71.276093,71.276093,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Tetrameridae,Microtetrameres
Molineus barbatus,1,terrestrial,27.6648274,33.9592598,39.011902,-98.4842465,-90.61061113333334,-81.5157535,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Molineus
Molluscotaenia crassiscolex,2,terrestrial,46.227638,51.587525575,63.15587019999999,2.213749,25.187959225,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Choanotaenia
Moniezia benedeni,2,terrestrial,-40.900557,32.497875095833336,60.47202399999999,-155.5827818,4.720901525,174.885971,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Moniezia
Moniezia expansa,2,terrestrial,-40.900557,29.616413712765958,64.963051,-113.571487,2.1917614723404255,174.885971,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Moniezia
Moniliformis clarki,2,terrestrial,27.6648274,38.80137854,53.5587003,-91.8318334,27.531119120000003,138.252924,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Moniliformis moniliformis,2,terrestrial,-25.274398,30.565512820689655,56.49067119999999,-119.4179324,8.434688531034483,178.065032,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Monobothrium hunteri,2,freshwater,47.723087,50.741973900000005,53.7608608,-98.8138762,-92.8772961,-86.940716,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Caryophyllaeidae,Promonobothrium
Mosgovoyia pectinata,2,terrestrial,14.058324,46.91503807142857,61.92410999999999,-105.7820674,8.338401907142856,108.277199,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Mosgovoyia
Muellerius capillaris,2,terrestrial,-40.900557,33.602591195652174,64.963051,-119.4179324,-15.410429756521738,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Muellerius
Multitesticulata filamentosa,2,terrestrial,41.87194,41.87194,41.87194,12.56738,12.56738,12.56738,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Choanotaenia
Nematodiroides zembrae,1,terrestrial,33.886917,39.7333315,46.227638,-4.7277528,1.45284075,9.537499,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodiroides
Nematodirus abnormalis,1,terrestrial,-40.900557,23.6019297625,71.706936,-95.712891,14.161499281250002,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Nematodirus battus,1,terrestrial,32.427908,50.420301941666665,61.89263500000001,-106.346771,-14.037404733333334,53.688046,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Nematodirus filicollis,1,terrestrial,-40.900557,31.328317456666667,64.963051,-106.346771,12.61381603,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Nematodirus helvetianus,1,terrestrial,-40.900557,37.5552604,71.706936,-106.4508639,-0.23827077826086787,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Nematodirus spathiger,1,terrestrial,-40.900557,24.818114871875,71.706936,-106.346771,16.011782765625,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Nematodirus
Nematoparataenia southwelli,2,freshwater,37.09024,48.617436133333335,54.5259614,-95.712891,-28.335276099999998,15.2551187,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Nematoparataenia
Neocamallanus ophiocephali,2,freshwater,30.375321,30.375321,30.375321,69.34511599999999,69.34511599999999,69.34511599999999,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Neoctenotaenia ctenoides,2,terrestrial,37.09024,38.636337,41.2745004,-95.712891,-33.88425866666667,-1.2121322,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Neoctenotaenia
Neoechinorhynchus cristatus,2,freshwater,42.0668852,48.77656994444445,53.9332706,-127.6476205,-87.54547693333333,-56.22,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neoechinorhynchus cylindratus,4,freshwater,30.9842977,45.84138235882353,56.130366,-127.6476205,-91.15112311764706,-63.744311,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neoechinorhynchus emydis,3,freshwater,23.634501,35.427744733333334,43.7844397,-102.552784,-76.38005481666667,12.56738,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neoechinorhynchus rutili,4,freshwater,-14.5994134,49.28327287948718,66.7613451,-135,-28.663101756410256,124.123753,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neoechinorhynchus saginatus,2,freshwater,37.09024,47.72878948,53.7266683,-127.6476205,-92.0119857,-73.5491361,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neogryporhynchus cheilancristrotus,3,freshwater,23.634501,36.83465935,51.165691,-102.552784,-24.418863666666667,31.1655799,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Neogryporhynchus
Neoskrjabinolepis schaldybini,2,terrestrial,36.204824,49.85251194285714,63.15587019999999,10.451526,44.22706568571429,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis
Neostrongylus linearis,2,terrestrial,31.791702,39.107777633333335,46.227638,-95.712891,-13.956540366666667,12.56738,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Neostrongylus
Nippotaenia mogurndae,3,freshwater,36.204824,48.864417,61.52401,105.318756,121.78584000000001,138.252924,Animalia,Platyhelminthes,Cestoda,Nippotaeniidea,Nippotaeniidae,Nippotaenia
Nybelinia surmenicola,3,marine,-32.98,36.33386471428571,62.4113634,-149.0729714,63.928390414285715,149.3658173,Animalia,Platyhelminthes,Cestoda,Trypanorhyncha,Tentaculariidae,Nybelinia
Obeliscoides cuniculi,1,terrestrial,23.634501,41.61144277142857,56.130366,-106.346771,-82.39138385714286,12.56738,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Obeliscoides
Octospiniferoides chandleri,3,freshwater,23.634501,23.634501,23.634501,-102.552784,-102.552784,-102.552784,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Octospiniferoides
Oesophagostomum asperum,1,terrestrial,-7.29,14.78591125,30.375321,69.34511599999999,91.63057875,109.9,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum bifurcum,1,terrestrial,-23.59,10.077604285714287,41.87194,-15.180413,25.225211285714284,108.277199,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum columbianum,1,terrestrial,-40.900557,14.67064078275862,56.130366,-106.346771,12.072776768965518,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum dentatum,1,terrestrial,-35.675147,33.8170212,56.95962400000001,-155.5827818,4.498058607692308,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum quadrispinulatum,1,terrestrial,-6.2649292,36.547868522222224,56.95962400000001,-155.5827818,-15.217344344444443,24.1016552,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum radiatum,1,terrestrial,-40.900557,18.397651632258064,56.95962400000001,-155.5827818,21.02727849354839,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Oesophagostomum venulosum,1,terrestrial,-40.900557,29.337309912820512,64.963051,-106.346771,11.123110538461539,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Oesophagostomum
Ohbayashinema erbaevae,1,terrestrial,46.227638,46.227638,46.227638,2.213749,2.213749,2.213749,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Ohbayashinema
Oligacanthorhynchus tortuosa,2,terrestrial,23.634501,37.468184,53.569001,-113.571487,-102.6520348,-91.8318334,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Oligacanthorhynchus
Ollulanus tricuspis,1,terrestrial,-35.675147,35.045299837500004,52.9399159,-106.4508639,-44.960756275,30.802498,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Ollulanus
Oncicola pomatostomi,3,terrestrial,-25.274398,-25.274398,-25.274398,133.775136,133.775136,133.775136,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Oncicola
Oochoristica anolis,2,terrestrial,14.4122148,32.9885045,53.569001,-113.571487,-90.09887173333333,-64.7627955,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Oochoristica
Oochoristica javaensis,2,terrestrial,-8.783195,6.03828214,30.9842977,-124.508523,19.152958220000006,109.9,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Oochoristica
Oochoristica osheroffi,2,terrestrial,23.634501,37.993921,53.569001,-119.4179324,-111.84740113333334,-102.552784,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Oochoristica
Oochoristica scelopori,2,terrestrial,23.634501,37.02418622,53.569001,-119.4179324,-108.4697651,-95.712891,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Oochoristica
Ophidascaris baylisi,2,terrestrial,3.17,9.520016,15.870032,100.992541,101.3462705,101.7,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ophidascaris
