Foodweb,Full_name,Source_Brose,Source_Gilbert,Source_EcoBase,Source_GlobalWeb,Citation,Notes,Habitat,Latitude,Longitude,AbsLat,Nodes,Links,Link_Density,Generality,Norm_Gen,Vulnerability,Norm_Vul,Fraction_Basal,Fraction_Intermediate,Fraction_Top,Mean_Food_Chain,Modularity,MinLat,MaxLat,MinLon,MaxLon
Dee River,Stream fauna - Dee River - Wales,no,yes,no,no,"R. M. Badcock (1949). Studies in stream life tributaries of the Welsh Dee. Journal of Animal Ecology, 18, pp. 193-208, from Price, P.W. (ed), (1984) Insect Ecology, 2nd ed., New York: John Wiley, p. 23. ",Stream fauna - Dee River - Wales,freshwater,-42.4655852,146.6518634,42.4655852,34,106,3.117647059,4.24,1.36,5.3,1.7,0.264705882,0.323529412,0.411764706,2.756,0.253782485,,,,
Deep creek,Cool desert stream - Deep Creek - Idaho-Utah - USA,no,yes,no,no,"D.G. Koslucher, and G.W. Minshall. (1973). Food Habits of Some Benthic Invertebrates in a Northern Cool-Desert Stream (Deep Creek, Curlew Valley, Idaho-Utah). Transactions of the American Microscopial Society, 92(3), pp. 441-452.",Cool desert stream - Deep Creek - Idaho-Utah - USA,freshwater,37.7673512,-75.7527083,37.7673512,32,140,4.375,9.333333333,2.133333333,5.384615385,1.230769231,0.53125,0.28125,0.1875,3.0635,0.159872449,,,,
Deep lake,Deep lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.62,-74.66,43.62,19,28,1.473684211,4,2.714285714,1.473684211,1,0.631578947,0.315789474,0.052631579,2.904761905,0.379464286,,,,
Dempsters,Dempsters Stream,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-45.187583,170.622448,45.187583,110,965,8.772727273,16.3559322,1.864406779,10.26595745,1.170212766,0.463636364,0.390909091,0.145454545,4.826175637,0.192630138,,,,
Doe Run,Spring stream fauna - Station 1 - Doe Run - Kentucky - USA,no,yes,no,no,"W. L. Minckley, (1963).  The ecology of a spring stream, Doe Run, Meade County, Kentucky.  Wildl. Monogr. 11, pp:1-124.",Spring stream fauna - Station 1 - Doe Run - Kentucky - USA,freshwater,39.9162185,-75.8177219,39.9162185,11,30,2.727272727,3.333333333,1.222222222,3.333333333,1.222222222,0.181818182,0.636363636,0.181818182,3.7,0.091111111,,,,
Duddon Pike Beck,Duddon Pike Beck,yes,no,no,no,Layer et al 2010,UK Streams,freshwater,54.41,-3.17,54.41,31,183,5.903225806,10.16666667,1.722222223,6.777777778,1.148148148,0.419354839,0.451612903,0.129032258,6.660973745,0.186829314,,,,
Duffin Creek,Duffin Creek - Ontario - Canada,no,yes,no,no,"Tavares-Cromar, A.F., and Williams, D.D. (1996). The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream. Ecological Monographs. 66, pp. 91-113.",Duffin Creek - Ontario - Canada,freshwater,43.8151492,-79.0468735,43.8151492,45,192,4.266666667,5.333333333,1.25,14.76923077,3.461538462,0.2,0.088888889,0.711111111,2.195,0.138902452,,,,
Emerald,Emerald lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.02,-75.02,44.02,22,54,2.454545455,4.909090909,2,2.571428571,1.047619047,0.5,0.454545455,0.045454545,4.901408451,0.239331027,,,,
Falls,Falls lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.63,-74.68,43.63,39,149,3.820512821,7.842105263,2.052631579,3.921052632,1.02631579,0.512820513,0.461538462,0.025641026,5.105769231,0.331469138,,,,
Fawn,Fawn lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.71,-74.78,43.71,32,122,3.8125,6.777777778,1.777777778,3.8125,1,0.4375,0.53125,0.03125,5.155009452,0.263643194,,,,
Federation,Federation lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.34,-74.41,44.34,22,55,2.5,3.928571429,1.571428572,2.619047619,1.047619048,0.363636364,0.590909091,0.045454545,4.320754717,0.314049587,,,,
Florida1,FlordiaIslandE1,yes,no,no,no,"Simberloff & Wilson 1969, Piechnik et al. 2008",Florida mangrove islands,terrestrial,24.6773885,-81.6279076,24.6773885,210,2622,12.48571429,15.06897,1.206896911,12.79024,1.024389931,0.1714286,0.8047619,0.02380952,6.782,0.2829026,,,,
Florida2,FlordiaIslandE2,yes,no,no,no,"Simberloff & Wilson 1969, Piechnik et al. 2008",Florida mangrove islands,terrestrial,25.0336964,-80.7476947,25.0336964,56,302,5.392857143,6.16326531,1.142857144,5.92156863,1.098039216,0.125,0.78571429,0.08928571,5.26126582,0.2881778,,,,
Florida3,FlordiaIslandE3,yes,no,no,no,"Simberloff & Wilson 1969, Piechnik et al. 2008",Florida mangrove islands,terrestrial,24.6776319,-81.6876083,24.6776319,59,276,4.677966102,5.20754717,1.113207547,5.11111111,1.092592592,0.1016949,0.8135593,0.08474576,4.65845571,0.3028553,,,,
Florida4,FlordiaIslandE5,yes,no,no,no,"Simberloff & Wilson 1969, Piechnik et al. 2008",Florida mangrove islands,terrestrial,25.2362402,-80.7105813,25.2362402,54,279,5.166666667,5.693878,1.102040903,5.693878,1.102040903,0.09259259,0.8148148,0.09259259,4.96178831,0.2790145,,,,
Garonne,Garonne,no,no,yes,no,"Palomares M.L.D.,Yulianto B.,Puy L.,Bengen D.,Belaud A.,Palomares M.L.D.,Yulianto B.,Puy L.,Bengen D.,Belaud A.(1993). A Preliminary Model of the Garonne River (Toulouse, France) Ecosystem in Spring . pp 172-179. In Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.",France river,freshwater,43.679255,1.3838495,43.679255,10,36,3.6,5.142857143,1.428571429,3.6,1,0.3,0.6,0.1,3.551,0.064814815,43.71146,43.64705,1.356028,1.411671
Gatun Lake,Gatun Lake - Panama - without Cichla,no,yes,no,no,"T.M. Zaret. (1973). Species Introduction in a Trophic Lake. Science. 182(4111), pp. 449-455.",Gatun Lake - Panama - without Cichla,freshwater,9.1657587,-79.9436744,9.1657587,13,14,1.076923077,1.555555556,1.444444444,1.555555556,1.444444444,0.230769231,0.461538462,0.230769231,3.6115,0.400510204,,,,
German,German Creek,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-44.976627,170.276131,44.976627,86,352,4.093023256,9.263157895,2.263157895,4.888888889,1.194444444,0.558139535,0.279069767,0.162790698,3.193006993,0.288848625,,,,
German Creek,German Creek - New Zealand,no,yes,no,no,"R.M. Thompson and C.R. Townsend. (2004). Land-use influences on New Zealand stream communities: effects of species composition, functional organisation, and food-web structure. New Zealand Journal of Marine and Freshwater Research. 38, pp. 595-608.",German Creek - New Zealand,freshwater,-44.268658,171.1540916,44.268658,86,353,4.104651163,9.805555556,2.388888889,4.902777778,1.194444444,0.558139535,0.279069767,0.139534884,3.053,0.277102777,,,,
GLN,Gull lake north,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.86,-74.82,43.86,16,23,1.4375,3.285714286,2.285714286,1.642857143,1.142857143,0.5625,0.3125,0.125,2.947368421,0.309073724,,,,
Goose,Goose lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.78,-74.9,43.78,40,95,2.375,6.333333333,2.666666667,2.567567568,1.081081081,0.625,0.3,0.075,4.567282322,0.331880942,,,,
GrandCaricaie,Grand Caricaie Marsh,yes,no,no,no,Cattin Blandenier 2004,Switzerland,terrestrial,46.7839,6.6665,46.7839,389,6610,16.99228792,32.24390244,1.897560976,17.21354167,1.013020834,0.473007712,0.514138817,0.01285347,6.242,0.343104477,,,,
Grass,Grass lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.38,-74.35,44.38,44,162,3.681818182,7.043478261,1.913043478,3.857142857,1.047619048,0.477272727,0.477272727,0.045454545,5.077731092,0.292677752,,,,
Gull,Gull lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.55,-75.07,43.55,45,212,4.711111111,8.48,1.8,5.170731707,1.097560976,0.444444444,0.466666667,0.088888889,5.293853591,0.232595408,,,,
Hafner Lake,Hafner Lake - Austria,no,yes,no,no,"Schiemer, F., Bobek, M., Gludovatz, P., Ioschenkohl, A., Zweimuller, I. and Martinetz, M. (1982) Trophische Interaktionen im Pelagial des Hafnersees, Sitzungsber. Akad. Wiss. Wien Math. Naturwiss. Kl. Abt.  1:191-209.",Hafner Lake - Austria,freshwater,33.9501633,-84.7344388,33.9501633,10,15,1.5,2.5,1.666666667,1.875,1.25,0.4,0.4,0.2,3.3465,0.153333333,,,,
Hardknott,Hardknott Gill,yes,no,no,no,Layer et al 2010,UK Streams,freshwater,54.4,-3.17,54.4,41,375,9.146341463,13.88888889,1.518518519,10.41666667,1.138888889,0.341463415,0.536585366,0.12195122,6.252723474,0.088218627,,,,
Healy,Healy Creek,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-45.181259,170.621302,45.181259,99,634,6.404040404,12.68,1.98,8.342105263,1.302631579,0.494949495,0.272727273,0.232323232,3.717868339,0.201240932,,,,
Helldiver,Helldiver pond,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.67,-74.7,43.67,41,167,4.073170732,8.35,2.05,4.638888889,1.138888889,0.512195122,0.365853659,0.12195122,4.135869565,0.221131514,,,,
Heney Lake,Heney Lake - pelagic zone - Quebec,no,yes,no,no,"Baril, A. (1983). Effect of the water mite Piona constricta on planktonic community structure. M.Sc. Thesis, University of Ottawa, Canada.",Heney Lake - pelagic zone - Quebec,freshwater,28.409389,-81.6480405,28.409389,17,32,1.882352941,2.666666667,1.416666667,2.133333333,1.133333333,0.294117647,0.588235294,0.117647059,4.902,0.260253906,,,,
Herschel,Herschel,yes,no,no,no,Legagneux et al. 2014,High arctic terrestrial field sites,terrestrial,69.599884,-139.171914,69.599884,23,55,2.391304348,3.235294118,1.352941177,3.928571429,1.642857143,0.260869565,0.347826087,0.391304348,3.04587156,0.291404959,,,,
High,High pond,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.16,-74.57,44.16,75,548,7.306666667,15.22222222,2.083333333,7.405405405,1.013513513,0.52,0.466666667,0.013333333,7.078290591,0.367619926,,,,
High Arctic ice edge community,Ice edge community - high Arctic - Canada,no,yes,no,no,"M.S.W. Bradstreet, and W.E. Cross. (1982). Trophic Relationships at High Arctic Ice Edges. Arctic. 35(1), pp. 1-12.",Ice edge community - high Arctic - Canada,terrestrial,61.0666922,-107.991707,61.0666922,12,20,1.666666667,2,1.2,3.333333333,2,0.166666667,0.333333333,0.5,3.582,0.16875,,,,
High Himalayas community,High Himalayas community - Tibet,no,yes,no,no,"L.W. Swan. (1961). The Ecology of the High Himalayas. Scientific American, pp. 68-78.",High Himalayas community - Tibet,terrestrial,34.1763796,77.5805391,34.1763796,18,18,1,1.2,1.2,1.8,1.8,0.166666667,0.388888889,0.444444444,3.1535,0.560185185,,,,
Hoel,Hoel lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.36,-74.36,44.36,72,564,7.833333333,13.75609756,1.756097561,7.833333333,1,0.430555556,0.569444444,0,9.318996019,0.303340638,,,,
Horseshoe,Horseshoe Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.32,-74.36,44.32,49,249,5.081632653,9.222222222,1.814814815,5.081632653,1,0.448979592,0.551020408,0,8.001084207,0.37081915,,,,
Iceland,Iceland stream IS7 April 2009,yes,no,no,no,Legagneux et al. 2014,Iceland streams,freshwater,64.056648,-21.307716,64.056648,75,812,10.82666667,29,2.678571429,11.94117647,1.102941176,0.626666667,0.28,0.093333333,3.166188198,0.070918974,,,,
Indian,Indian Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.62,-74.76,43.62,35,100,2.857142857,6.666666667,2.333333333,3.125,1.09375,0.571428571,0.342857143,0.085714286,2.782608696,0.38995,,,,
Itaipu,Itaipu Reservoir 1 - (1983-1987) - Brazil,no,yes,no,no,"Angelini, R., Gomes, L. C., and Agostinho, A. A. (2006). Modeling energy flow in a Large Neotropical Reservoir: a tool do evaluate fishing and stability. Neotropical Ichthyology, Rio Grande do Sul, 4 (2), pp. 253-260.",Itaipu Reservoir 1 - (1983-1987) - Brazil,freshwater,-25.4246153,-54.5670293,25.4246153,32,139,4.34375,4.964285714,1.142857143,4.483870968,1.032258065,0.125,0.8125,0.0625,4.957,0.208482072,,,,
Ivishak Spring Stream,Ivishak Spring Stream - 25 June 2002 - North Slope - Alaska - USA,no,yes,no,no,"Parker, S.M., and Huryn, A.D. (2006). Food web structure and function in two arctic streams with contrasting disturbance regimes. Freshwater Biology. 51, pp. 1249-1263.",Ivishak Spring Stream - 25 June 2002 - North Slope - Alaska - USA,freshwater,39.7837304,-100.445882,39.7837304,53,193,3.641509434,12.0625,3.3125,4.595238095,1.261904762,0.547169811,0.245283019,0.056603774,3.7255,0.158742517,,,,
Kaibab,Kaibab Pleateau,no,yes,no,no,Rasmussen 1941,Montane Coniferous Forest,terrestrial,36.58,-112.17,36.58,34,69,2.029412,2.464286,1.214285714,3.136364,1.545454545,0.1764706,0.4705882,0.3529412,3.277108,0.4320521,,,,
Kapingamarangi atoll,Kapingamarangi atoll - Polynesia,no,yes,no,no,"W.A. Niering. (1963). Terrestrial Ecology of Kapingamarangi Atoll, Caroline Islands. Ecological Monographs. 33(2), pp. 131-160.",Kapingamarangi atoll - Caroline Islands - Polynesia,terrestrial,1.066667,154.783333,1.066667,27,40,1.481481481,2.105263158,1.421052632,2.222222222,1.5,0.296296296,0.37037037,0.333333333,2.9745,0.4978125,,,,
Kelavarapalli reservoir ecosystem,Kelavarapalli reservoir ecosystem - Tamil Nadu state - India,no,yes,no,no,"Khan, M.R., and Panikkar, P. (2009). Assessment of impacts of invasive fishes on the food web structure and ecosystem properties of a tropical reservoir in India. Ecological Modelling. 220, pp. 2281-2290.",Kelavarapalli reservoir ecosystem - Tamil Nadu state - India,freshwater,12.7872629,77.8839454,12.7872629,14,49,3.5,4.454545455,1.272727273,4.083333333,1.166666667,0.214285714,0.642857143,0.142857143,3.588,0.072678051,,,,
Kelp bed South California,Kelp bed community - South California,no,yes,no,no,"Rosenthal, R.J., Clarke, W.D. and Dayton, P.K. (1974). Ecology and natural history of a stand of giant kelp, Macrocystis pyrifera, off Del Mar, California. Fish. Bull. (Dublin). 72(3):670-684.",Kelp bed community - South California,terrestrial,40.7767054,-124.1725854,40.7767054,21,41,1.952380952,2.411764706,1.235294118,2.5625,1.3125,0.19047619,0.571428571,0.238095238,3.7625,0.325996431,,,,
Kings Creek,Kings Creek - Kansas,no,yes,no,no,"Stagliano, D.M., and Whiles, M.R. (2002). Macroinvertebrate Production and Trophic Structure in a Tallgrass Prairie Headwater Stream. Journal of the North American Benthological Society. 21, pp. 97-113.",Tallgrass prairie headwater stream - Kings Creek - Kansas - USA,freshwater,-27.8981725,151.9165663,27.8981725,12,19,1.583333333,2.714285714,1.714285714,1.727272727,1.090909091,0.416666667,0.5,0.083333333,3.708,0.175900277,,,,
Kye,Kye Burn,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-45.181433,170.621041,45.181433,101,629,6.227722772,14.62790698,2.34883721,7.670731707,1.231707317,0.574257426,0.237623762,0.188118812,3.148992112,0.182072889,,,,
Lake Ciso,Microbial food web - Lake Ciso - Girona - Spain,no,yes,no,no,"Massana, R., Garcia-Cantizano, J., and Pedros-Alio, C. (1996). Components, structure and fluxes of the microbial food web in a small, stratified lake. Aquatic Microbial Ecology. 11, pp. 279-288.",Microbial food web - Lake Ciso - Girona - Spain,freshwater,39.3260685,-4.8379791,39.3260685,8,11,1.375,2.75,2,1.571428571,1.142857143,0.5,0.375,0.125,2.8245,0.214876033,,,,
Lake Constance,Lake Constance - 1994 - Central Europe,no,yes,no,no,"Gaedke, U., and Straile, D. (1994). Seasonal changes of trophic transfer efficiencies in a plankton food web derived from biomass size distributions and network analysis. Ecological Modelling. 75/76, pp. 435-445. See also: Gaedke, U., S. HochstÃ¤dter & D. Straile (2002) Interplay between energy limitation and nutritional deficiency: Empirical data and food web models. Ecological Monographs 72: 251-270.",Lake Constance - 1994 - Central Europe,freshwater,47.6477691,9.3471796,47.6477691,8,25,3.125,3.125,1,4.166666667,1.333333333,0.125,0.625,0.25,4.3465,0.1336,,,,
Lake Crescent,Lake Crescent - Olympic National Park - Washington - USA,no,yes,no,no,"Hampton, S.E., Fradkin, S.C., Leavitt, P.R., and Rosenberger, E.E. (2011). Disproportionate importance of nearshore habitat for the food web of a deep oligotrophic lake. Marine and Freshwater Research. 62, pp. 350-358.",Lake Crescent - Olympic National Park - Washington - USA,freshwater,48.0718852,-123.7831016,48.0718852,6,7,1.166666667,2.333333333,2,1.75,1.5,0.5,0.166666667,0.333333333,2.4355,0.12244898,,,,
Lake George,Lake George - Uganda,no,yes,no,no,"Burgis, M.J., Dunn, I.G., Ganf, G.G., McGowan, L.M. and Viner, A.B. (1972). Lake George, Uganda: Studies on a tropical freshwater ecosystem. In: Z.  Kajak and A. Hillbricht-Ilkowska, (eds). Productivity Problems of Freshwaters. (Polish Scientific, Warsaw), pp. 301-309.",Lake George - Uganda,freshwater,-0.0021127,30.2306645,0.0021127,16,27,1.6875,1.928571429,1.142857143,2.076923077,1.230769231,0.125,0.6875,0.1875,4.1785,0.367626886,,,,
Lake Hayq,Lake Hayq - Ethiopia,no,yes,no,no,"Fetahi, T., Schagerl, M., Mengistou, S., and Libralato, S. (2011). Food web structure and trophic interactions of the tropical highland lake Hayq, Ethiopia. Ecological Modelling. 222, pp. 804-813.",Lake Hayq - Ethiopia,freshwater,11.9507719,37.294878,11.9507719,15,42,2.8,3.230769231,1.153846154,3.230769231,1.153846154,0.133333333,0.733333333,0.133333333,4.1745,0.238251041,,,,
Lake McIlwaine,Lake McIlwaine - Africa,no,yes,no,no,"Marshall, B.E. (1982). The fish of Lake McIlwaine.  In: J. A. Thornton (ed). Lake McIlwaine:  the eutrophication and recovery of a tropical man-made lake. Monographia Biologicae, Vol 49, (D. W. Junk Publishers, The Hague), pp. 156-188.",Lake McIlwaine - Africa,freshwater,11.5024338,17.7578122,11.5024338,19,34,1.789473684,2.615384615,1.461538462,3.090909091,1.727272727,0.263157895,0.315789474,0.368421053,3.384,0.285034602,,,,
Lake Nyasa,Lake Nyasa - Africa,no,yes,no,no,"G. Fryer. (1959). The trophic interrelationships and ecology of some littoral communities of Lake Nyasa with especial reference to the fishes, and a discussion of the evolution of a group of rock-frequenting Cichlidae. Proceedings of the Zoological Society of London. 132(2), pp. 153-281.",Freshwater lake - Crocodile Creek - Lake Nyasa - Africa,freshwater,-2.556114,32.9520233,2.556114,33,54,1.636363636,1.928571429,1.178571429,3.6,2.2,0.151515152,0.303030303,0.545454545,2.7845,0.383573388,,,,
Lake Ontario,Lake Ontario - 2001-2005 - U.S.A.,no,yes,no,no,"Stewart, T.J., and Sprules, W.G. (2011). Carbon-based balanced trophic structure and flows in the offshore Lake Ontario food web before (1987Â1991) and after (2001Â2005) invasion-induced ecosystem change. Ecological Modelling. 222, pp. 692-708.",Lake Ontario - 2001-2005 - U.S.A.,freshwater,43.7340141,-77.7073563,43.7340141,22,77,3.5,4.277777778,1.222222222,4.052631579,1.157894737,0.181818182,0.636363636,0.181818182,4.596,0.279220779,,,,
Lake Paajarvi,Lake Paajarvi - offshore - Finland,no,yes,no,no,"Sarvala, J. (1974). Paarjarven energiatalous. Luonnon Tutkija, 78(4-5):181-190.",Lake Paajarvi - offshore - Finland,freshwater,63.2467777,25.9209164,63.2467777,21,29,1.380952381,1.611111111,1.166666667,1.705882353,1.235294118,0.142857143,0.666666667,0.19047619,4.3675,0.478596908,,,,
Lake Pyhajarvi,Lake Pyhajarvi - littoral zone - Finland,no,yes,no,no,"Aulio, K., Jumppanen, K., Molsa, H., Nevalainen, J., Rajasilta, M. and Vuorinen, I. (1981). Litoraalin merkitys Pyhajarven kalatuotannolle, Sakylan Pyhajarven Tila Ja Biologinen Tuotanto (Lounais-Suomen Vesiensuojeluyhdistys R. Y., Turku, Finland) 47:173-176.",Lake Pyhajarvi - littoral zone - Finland,freshwater,63.6393291,26.0417095,63.6393291,25,67,2.68,3.19047619,1.19047619,3.35,1.25,0.16,0.64,0.2,3.449,0.264535531,,,,
Lake Qiandaohu ecosystem,"Lake Qiandaohu ecosystem - Ecopath model 2004 - Zhejiang Province, PR China",no,yes,no,no,"Liu, Q-I., Chen, Y., Li, J-L., and Chen, L-Q. (2007). The food web structure and ecosystem properties of a filter-feeding carps dominated deep reservoir ecosystem. Ecological Modelling. 203, pp. 279-289.","Lake Qiandaohu ecosystem - Ecopath model 2004 - Zhejiang Province, PR China",freshwater,29.6338674,119.0398497,29.6338674,16,50,3.125,3.846153846,1.230769231,3.333333333,1.066666667,0.1875,0.75,0.0625,4.376,0.1978,,,,
Lake Rybinsk,Lake Rybinsk - Russia - USSR,no,yes,no,no,"Sorokin, Y. (1972). Biological productivity of the Rybinsk reservoir. In:  A. Kajak & A. Hillbricht-Ilkowska (eds), Productivity Problems of Freshwaters (Polish Scientific, Warsaw), pp. 493-503. ",Lake Rybinsk - Russia - USSR,freshwater,46.3421653,48.0254474,46.3421653,16,32,2,2.461538462,1.230769231,2.133333333,1.066666667,0.1875,0.75,0.0625,5.847,0.360839844,,,,
Lake Texoma,Lake Texoma - Texas,no,yes,no,no,"Patten, B.C. and 40 co-authors, (1975). Total ecosystem model for a cove in Lake Texoma. In: B.C. Patten, (ed) Systems Analysis and Simulation in Ecology Vol. 3, (Academic Press, New York), pp. 205Â421.",Lake Texoma - Texas,freshwater,33.9161056,-96.6427413,33.9161056,19,68,3.578947368,5.666666667,1.583333333,4,1.117647059,0.368421053,0.526315789,0.105263158,4.514,0.161656574,,,,
Lerderderg River A,The Lerderderg River - Site A - May 1985,no,yes,no,no,"Closs, G.P., and Lake, P.S. (1994). Spatial and Temporal Variation in the Structure of an Intermittent-Stream Food Web. Ecological Monographs. 64, pp. 1-21.",The Lerderderg River - Site A - May 1985,freshwater,-37.4601644,144.275288,37.4601644,21,50,2.380952381,3.333333333,1.4,4.166666667,1.75,0.285714286,0.285714286,0.428571429,2.4625,0.2642,,,,
Lestijoki River rapids,Lestijoki River rapids - Finland,no,yes,no,no,"Kuusela, K, (1979). Early Summer Ecology and Community Structure of the Macrozoobenthos on Stones In the JÃ¤vÃ¤jÃ¤nkoski Rapids on the River Lestijoki, Finland, Acta Universitatis Ouluensis (Ser. A, no. 87, Oulu, Finland).",Lestijoki River rapids - Finland,freshwater,63.2467777,25.9209164,63.2467777,16,42,2.625,3.5,1.333333333,3.818181818,1.454545455,0.25,0.4375,0.3125,2.925,0.119897959,,,,
Linesville Creek,Linesville Creek - Pennysylvania,no,yes,no,no,"K.W. Cummins, W.P. Coffman, and P.A. Roff. (1966). Trophic relationships in a small woodland stream. Verh. Internat. Verein. Limnol. 16, pp. 627-638.",Linesville Creek - Pennysylvania,freshwater,41.0525302,-75.7729951,41.0525302,19,28,1.473684211,1.647058824,1.117647059,3.111111111,2.111111111,0.105263158,0.368421053,0.526315789,2.7585,0.320153061,,,,
Little,Little Kye Burn,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-45.187583,170.622448,45.187583,79,371,4.696202532,10.6,2.257142857,5.796875,1.234375,0.556962025,0.253164557,0.189873418,3.378185525,0.264841145,,,,
LLE,Lost Lake East,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.69,-74.67,43.69,41,137,3.341463415,7.210526316,2.157894737,3.341463415,1,0.536585366,0.43902439,0.024390244,4.473053892,0.415925196,,,,
Loch Leven,Loch Leven - Scotland,no,yes,no,no,"Morgan, N.C. and McLusky, D.S. (1972). A summary of the Loch Leven IBP results in relation to lake management and future research. Proc. R. Soc. Edinburgh      Series B, 74:407-416.",Loch Leven - Scotland,freshwater,56.2006122,-3.4067986,56.2006122,22,32,1.454545455,1.777777778,1.222222222,2.461538462,1.692307692,0.181818182,0.409090909,0.409090909,3.6195,0.421386719,,,,
Long,Long Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.32,-73.93,44.32,65,413,6.353846154,11.8,1.857142857,6.555555556,1.031746032,0.461538462,0.507692308,0.030769231,7.032419252,0.272875176,,,,
Loon,Loon Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.49,-74.17,44.49,35,115,3.285714286,6.052631579,1.842105263,3.382352941,1.029411765,0.457142857,0.514285714,0.028571429,5.415254237,0.173399508,,,,
Lost,Lost Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.46,-74.28,44.46,31,145,4.677419355,7.631578947,1.631578947,5,1.068965517,0.387096774,0.548387097,0.064516129,4.970501475,0.24563561,,,,
Lower sister lake,Lower Sister Lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.87,-74.78,43.87,37,161,4.351351351,7.318181818,1.681818182,4.878787879,1.121212121,0.405405405,0.486486486,0.108108108,4.467625899,0.239433594,,,,
Lyde,Lyde Stream,yes,no,no,no,Gray et al. 2015; Thompson et al. 2017,UK streams,freshwater,51.29,-1,51.29,110,2041,18.55454545,41.65306122,2.244897959,19.43809524,1.047619048,0.554545455,0.4,0.045454545,12.69076874,0.105118152,,,,
Mad River,Trout stream fauna - Mad River - Ontario - Canada,no,yes,no,no,"Ricker, W.E. (1934).  An ecological classification of certain Ontario streams. Univ. Toronto Studies, Biol. Serv. 37, (Publ. Ontario Fish. Res. Lab.), 49:7-114.",Trout stream fauna - Mad River - Ontario - Canada,freshwater,40.436643,-123.4974873,40.436643,34,72,2.117647059,5.142857143,2.428571429,2.181818182,1.03030303,0.588235294,0.382352941,0.029411765,3.235,0.326871142,,,,
Malawi,Lake Malawi,yes,no,no,no,Nsiku 1999,East African Lakes,freshwater,-11.61406,34.490113,11.61406,27,138,5.111111111,5.52,1.08,6.571428571,1.285714286,0.074074074,0.703703704,0.222222222,4.771019678,0.156085906,,,,
Martins,Martins,no,yes,no,no,Thompson and Townsend (2004),"Broadleaf forest stream, Otago, New Zealand",freshwater,-44.64468,168.18921,44.64468,128,343,2.6796875,4.763888889,1.777777778,6.01754386,2.245614035,0.4375,0.0078125,0.5546875,2.046333333,0.452685531,,,,
Medway stream,Iron-rich stream - River Medway - England,no,yes,no,no,"A.G. Hildrew, C.R. Townsend, and A. Hasham. (1985). The predatory Chironomidae of an iron-rich stream: feeding ecology and food web structure. Ecological Entomology, 10, 403-413.",Iron-rich stream - River Medway - England,freshwater,43.0298603,-81.3020201,43.0298603,24,91,3.791666667,4.55,1.2,4.55,1.2,0.166666667,0.666666667,0.166666667,3.9615,0.126373626,,,,
Mill,Mill Stream,yes,no,no,no,Layer et al 2010,UK Streams,freshwater,50.68,-2.18,50.68,81,1435,17.71604938,31.19565217,1.760869565,19.13333333,1.08,0.432098765,0.49382716,0.074074074,8.159796152,0.059767961,,,,
Missisippi River,Mudflats - Mississippi River - Iowa,no,yes,no,no,"C.A. Carlson. (1968). Summer Bottom Fauna of the Mississippi River, above Dam 19, Keokuk, Iowa. Ecology. 49(1), pp. 162-169.",Mudflats - Mississippi River - Iowa,freshwater,29.9332003,-89.9950022,29.9332003,21,62,2.952380952,3.263157895,1.105263158,3.263157895,1.105263158,0.095238095,0.80952381,0.095238095,4.697,0.200702393,,,,
