parasiteScientificName,Location,Latitude,Longitude
Bothriocephalus scorpii,Sea of Okhotsk,52.87362299999999,149.3658173
Raillietina echinobothrida,Malaya,3.17,101.7
Raillietina tetragona,Malaya,3.17,101.7
Hymenolepis carioca,Malaya,3.17,101.7
Davainea proglottina,Malaya,3.17,101.7
Amoebotaenia cuneata,Malaya,3.17,101.7
Taenia martis,Spain + Andalusia,37.5442706,-4.7277528
Echinococcus granulosus,Niger,17.607789,8.081666
Echinococcus multilocularis,Belgium + Luxembourg,50.0546886,5.467698299999999
Dipylidium caninum,Yugoslavia,37.09024,-95.712891
Hymenolepis nana,Guinea,9.945587,-9.696645
Echinococcus multilocularis,Indiana,40.2671941,-86.1349019
Bothriocephalus claviceps,Baltic Sea,58.48795200000001,19.863281
Proteocephalus macrocephalus,Baltic Sea,58.48795200000001,19.863281
Sobolevicanthus gracilis,"England, Wales + Isle of Man",54.236107,-4.548056
Fimbriaria fasciolaris,"England, Wales + Isle of Man",54.236107,-4.548056
Diorchis nyrocae,"England, Wales + Isle of Man",54.236107,-4.548056
Nematoparataenia southwelli,"England, Wales + Isle of Man",54.236107,-4.548056
Dicranotaenia coronula,"England, Wales + Isle of Man",54.236107,-4.548056
Thysaniezia giardi,Orange Free State,-28.4541105,26.7967849
Hymenolepis diminuta,Guinea-Bissau,11.803749,-15.180413
Echinococcus granulosus,Guinea-Bissau,11.803749,-15.180413
Dipylidium caninum,Guinea-Bissau,11.803749,-15.180413
Taenia saginata,Guinea-Bissau,11.803749,-15.180413
Taenia solium,Guinea-Bissau,11.803749,-15.180413
Bertiella studeri,Guinea-Bissau,11.803749,-15.180413
Taenia saginata,Angola,-11.202692,17.873887
Taenia solium,Angola,-11.202692,17.873887
Echinococcus granulosus,Mozambique,-18.665695,35.529562
Hymenolepis nana,Mozambique,-18.665695,35.529562
Dipylidium caninum,Armenia,40.069099,45.038189
Khawia armeniaca,Armenia,40.069099,45.038189
Dipylidium caninum,Mozambique,-18.665695,35.529562
Taenia saginata,Mozambique,-18.665695,35.529562
Taenia solium,Mozambique,-18.665695,35.529562
Anoplocephala perfoliata,Ethiopia (incl. Dhibouti),11.59516,43.146473
Anoplocephala perfoliata,Japan,36.204824,138.252924
Dipylidium caninum,Spain + Andalusia,37.5442706,-4.7277528
Anoplocephala perfoliata,Morocco,31.791702,-7.092619999999999
Anoplocephala magna,Morocco,31.791702,-7.092619999999999
Moniezia expansa,Yugoslavia,37.09024,-95.712891
Davainea proglottina,Iraq,33.223191,43.679291
Drepanidotaenia lanceolata,Iraq,33.223191,43.679291
Nematoparataenia southwelli,Yugoslavia,37.09024,-95.712891
Staphylocystis furcata,Burma [Myanmar],21.916221,95.955974
Hymenolepis nana,Taiwan,23.69781,120.960515
Hymenolepis diminuta,North Carolina,35.7595731,-79.01929969999999
Taenia polyacantha,Finland,61.92410999999999,25.7481511
Taenia pisiformis,Colorado,39.5500507,-105.7820674
Taenia serialis,Colorado,39.5500507,-105.7820674
Mosgovoyia pectinata,Colorado,39.5500507,-105.7820674
Corallobothrium parafimbriatum,Italy,41.87194,12.56738
Amphilina foliacea,Georgia (USSR),42.315407,43.35689199999999
Bothrimonus fallax,Georgia (USSR),42.315407,43.35689199999999
Triaenophorus nodulosus,Georgia (USSR),42.315407,43.35689199999999
Proteocephalus percae,Georgia (USSR),42.315407,43.35689199999999
Caryophyllaeus laticeps,Georgia (USSR),42.315407,43.35689199999999
Ligula intestinalis,Georgia (USSR),42.315407,43.35689199999999
Paradilepis scolecina,Georgia (USSR),42.315407,43.35689199999999
Proteocephalus torulosus,Georgia (USSR),42.315407,43.35689199999999
Taenia saginata,Norway,60.47202399999999,8.468945999999999
Anoplocephala perfoliata,Sweden,60.12816100000001,18.643501
Khawia armeniaca,Georgia (USSR),42.315407,43.35689199999999
Moniezia expansa,Eire + N. Ireland,54.7877149,-6.4923145
Hymenolepis nana,Egypt,26.820553,30.802498
Anoplocephala perfoliata,Italy,41.87194,12.56738
Monobothrium hunteri,Lake Superior,47.723087,-86.940716
Proteocephalus macrocephalus,Nova Scotia,44.68198659999999,-63.744311
Bothriocephalus claviceps,Nova Scotia,44.68198659999999,-63.744311
Bothriocephalus acheilognathi,Italy,41.87194,12.56738
Cyathocephalus truncatus,Italy,41.87194,12.56738
Triaenophorus nodulosus,Italy,41.87194,12.56738
Ligula intestinalis,Sardinia,40.1208752,9.012892599999999
Proteocephalus percae,Italy,41.87194,12.56738
Caryophyllaeus laticeps,Italy,41.87194,12.56738
Proteocephalus osculatus,Georgia (USSR),42.315407,43.35689199999999
Moniezia benedeni,The Gambia,13.443182,-15.310139
Amoebotaenia cuneata,Southeast Asia,-2.2179704,115.66283
Ophiotaenia gracilis,Nearctic,53.569001,-113.571487
Austramphilina elongata,South Australia,-30.0002315,136.2091547
Grillotia erinaceus,Atlantic Ocean,-14.5994134,-28.6731465
Echinococcus granulosus,Crete,35.240117,24.8092691
Moniezia expansa,United States,37.09024,-95.712891
Taenia hydatigena,United States,37.09024,-95.712891
Proteocephalus ambiguus,Finno-Karelian ASSR,63.15587019999999,32.9905552
Neoctenotaenia ctenoides,United States,37.09024,-95.712891
Taenia pisiformis,United States,37.09024,-95.712891
Joyeuxiella pasqualei,Egypt,26.820553,30.802498
Echinococcus granulosus,New Zealand,-40.900557,174.885971
Anoplocephala magna,Iran,32.427908,53.688046
Dipylidium caninum,Austria,47.516231,14.550072
Taenia serialis,Germany,51.165691,10.451526
Taenia pisiformis,Germany,51.165691,10.451526
Taenia polyacantha,Germany,51.165691,10.451526
Taenia taeniaeformis,Germany,51.165691,10.451526
Raillietina echinobothrida,Egypt,26.820553,30.802498
Choanotaenia infundibulum,Egypt,26.820553,30.802498
Hymenolepis diminuta,Eire + N. Ireland,54.7877149,-6.4923145
Bothriocephalus acheilognathi,Louisiana,30.9842977,-91.96233269999999
Taenia solium,Guatemala,15.783471,-90.23075899999999
Taenia serialis,United States,37.09024,-95.712891
Variolepis farciminosa,Ivory Coast,7.539988999999999,-5.547079999999999
Avitellina centripunctata,Senegal,14.497401,-14.452362
Cloacotaenia megalops,Florida,27.6648274,-81.5157535
Cittotaenia denticulata,"England, Wales + Isle of Man",54.236107,-4.548056
Mosgovoyia pectinata,"England, Wales + Isle of Man",54.236107,-4.548056
Echinococcus granulosus,Costa Rica,9.748916999999999,-83.753428
Echinococcus oligarthrus,Costa Rica,9.748916999999999,-83.753428
Echinococcus granulosus,Mexico,23.634501,-102.552784
Echinococcus granulosus,Belgium + Luxembourg,50.0546886,5.467698299999999
Hymenolepis nana,Peru,-9.189967,-75.015152
Taenia taeniaeformis,Taiwan,23.69781,120.960515
Hymenolepis diminuta,Taiwan,23.69781,120.960515
Aploparaksis filum,United States,37.09024,-95.712891
Davainea tetraoensis,Finland,61.92410999999999,25.7481511
Catenotaenia pusilla,Japan,36.204824,138.252924
Taenia crassiceps,Lithuania,55.169438,23.881275
Taenia mustelae,Lithuania,55.169438,23.881275
Echinococcus granulosus,District of Columbia/Delaware/New Jersey/Maryland,39.0457549,-76.64127119999999
Hymenolepis nana,Paraguay,-23.442503,-58.443832
Hymenolepis nana,Pakistan,30.375321,69.34511599999999
Caryophyllaeus laticeps,France,46.227638,2.213749
Khawia sinensis,France,46.227638,2.213749
Ligula intestinalis,France,46.227638,2.213749
Ligula intestinalis,Scotland,56.49067119999999,-4.2026458
Nybelinia surmenicola,Coast of Japan,35.4543846,139.644207
Diphyllobothrium ditremum,Ontario,51.253775,-85.323214
Eubothrium salvelini,Ontario,51.253775,-85.323214
Ligula intestinalis,Ontario,51.253775,-85.323214
Proteocephalus ambloplitis,Ontario,51.253775,-85.323214
Hunterella nodulosa,Ontario,51.253775,-85.323214
Schistocephalus solidus,Ontario,51.253775,-85.323214
Bothriocephalus scorpii,Norway,60.47202399999999,8.468945999999999
Proteocephalus filicollis,Norway,60.47202399999999,8.468945999999999
Taenia multiceps,Italy,41.87194,12.56738
Taenia pisiformis,Italy,41.87194,12.56738
Dipylidium caninum,Italy,41.87194,12.56738
Taenia parenchymatosa,Yakut ASSR,66.7613451,124.123753
Taenia hyaenae,Southern Africa,-24.3570767,19.5687103
Taenia gonyamai,Ethiopian Region,9.145000000000001,40.489673
Catenotaenia pusilla,France,46.227638,2.213749
Catenotaenia pusilla,Italy,41.87194,12.56738
Catenotaenia pusilla,"England, Wales + Isle of Man",54.236107,-4.548056
Echinococcus multilocularis,United States,37.09024,-95.712891
Hymenolepis diminuta,Egypt,26.820553,30.802498
Mathevotaenia symmetrica,Iraq,33.223191,43.679291
Taenia taeniaeformis,Italy,41.87194,12.56738
Taenia taeniaeformis,"England, Wales + Isle of Man",54.236107,-4.548056
Taenia taeniaeformis,Spain + Andalusia,37.5442706,-4.7277528
Taenia taeniaeformis,Egypt,26.820553,30.802498
Taenia taeniaeformis,District of Columbia/Delaware/New Jersey/Maryland,39.0457549,-76.64127119999999
Taenia asiatica,Taiwan,23.69781,120.960515
Lacistorhynchus tenuis,Western Mediterranean,34.5531284,18.0480105
Cyclustera capito,Florida,27.6648274,-81.5157535
Mosgovoyia pectinata,Eire + N. Ireland,54.7877149,-6.4923145
Cittotaenia denticulata,Eire + N. Ireland,54.7877149,-6.4923145
Hymenolepis diminuta,Lithuania,55.169438,23.881275
Rodentolepis straminea,Lithuania,55.169438,23.881275
Cladotaenia globifera,Lithuania,55.169438,23.881275
Paranoplocephala omphalodes,Lithuania,55.169438,23.881275
Taenia martis,Lithuania,55.169438,23.881275
Proteocephalus osculatus,"England, Wales + Isle of Man",54.236107,-4.548056
Taenia hydatigena,Estonia + Latvia,56.95962400000001,24.1016552
Moniezia expansa,Estonia + Latvia,56.95962400000001,24.1016552
Moniezia benedeni,Estonia + Latvia,56.95962400000001,24.1016552
Moniezia expansa,Transvaal,-23.59,29.13
Taenia hydatigena,Transvaal,-23.59,29.13
Moniezia expansa,Germany,51.165691,10.451526
Bothriocephalus scorpii,Western Iberian coast,40.4830106,-4.087557299999999
Moniezia expansa,Iraq,33.223191,43.679291
Hymenolepis nana,Bangladesh,23.684994,90.356331
Amphilina foliacea,Mediterranean,34.5531284,18.0480105
Eubothrium salvelini,Spitzbergen (Svalbard),78.90136,13.4838877
Anoplocephala perfoliata,Cape Province,-33.5,20.97
Aploparaksis crassirostris,New Brunswick,46.5653163,-66.46191639999999
Aploparaksis brachyphallos,New Brunswick,46.5653163,-66.46191639999999
Hymenolepis diminuta,Manitoba,53.7608608,-98.8138762
Dipylidium caninum,Germany,51.165691,10.451526
Molluscotaenia crassiscolex,"Ukraine, incl. Moldavia",48.379433,31.1655799
Neoskrjabinolepis schaldybini,"Ukraine, incl. Moldavia",48.379433,31.1655799
Staphylocystis furcata,"Ukraine, incl. Moldavia",48.379433,31.1655799
Urocystis prolifer,"Ukraine, incl. Moldavia",48.379433,31.1655799
Joyeuxiella pasqualei,Iran,32.427908,53.688046
Taenia solium,Nearctic,53.569001,-113.571487
Hymenolepis nana,Armenia,40.069099,45.038189
Dipylidium caninum,Morocco,31.791702,-7.092619999999999
Taenia crassiceps,Morocco,31.791702,-7.092619999999999
Echinococcus granulosus,Yugoslavia,37.09024,-95.712891
Taenia hydatigena,Yugoslavia,37.09024,-95.712891
Taenia multiceps,Yugoslavia,37.09024,-95.712891
Taenia pisiformis,Yugoslavia,37.09024,-95.712891
Echinococcus multilocularis,Iran,32.427908,53.688046
Paranoplocephala omphalodes,Alaska,64.2008413,-149.4936733
Proteocephalus percae,"England, Wales + Isle of Man",54.236107,-4.548056
Cyathocephalus truncatus,Yugoslavia,37.09024,-95.712891
Paranoplocephala omphalodes,Finland,61.92410999999999,25.7481511
Taenia mustelae,Finland,61.92410999999999,25.7481511
Taenia taeniaeformis,Finland,61.92410999999999,25.7481511
Bothriocephalus acheilognathi,Hawaiian Islands,19.8967662,-155.5827818
Echinococcus granulosus,Nepal,28.394857,84.12400799999999
Triaenophorus crassus,Ontario,51.253775,-85.323214
Triaenophorus nodulosus,Ontario,51.253775,-85.323214
Triaenophorus stizostedionis,Ontario,51.253775,-85.323214
Echinococcus multilocularis,New Brunswick,46.5653163,-66.46191639999999
Ophiotaenia filaroides,Mexico,23.634501,-102.552784
Schistocephalus solidus,Finland,61.92410999999999,25.7481511
Ligula intestinalis,European USSR (CIS),54.5259614,15.2551187
Grillotia erinaceus,Irish Sea,53.8276917,-4.465836599999999
Aploparaksis crassirostris,European USSR (CIS),54.5259614,15.2551187
Ophryocotyle proteus,European USSR (CIS),54.5259614,15.2551187
Bothrimonus fallax,Black Sea,43.41302899999999,34.299316
Echinococcus granulosus,Greece,39.074208,21.824312
Echinococcus granulosus,Eire + N. Ireland,54.7877149,-6.4923145
Echinococcus multilocularis,Nearctic,53.569001,-113.571487
Bertiella studeri,Japan,36.204824,138.252924
Hymenolepis nana,Tunisia,33.886917,9.537499
Taenia saginata,Tunisia,33.886917,9.537499
Taenia saginata,Iraq,33.223191,43.679291
Hymenolepis diminuta,Austria,47.516231,14.550072
Echinococcus granulosus,Austria,47.516231,14.550072
Taenia solium,Austria,47.516231,14.550072
Taenia saginata,Austria,47.516231,14.550072
Diorchis brevis,Iraq,33.223191,43.679291
Diorchis ransomi,Iraq,33.223191,43.679291
Diploposthe laevis,Iraq,33.223191,43.679291
Taenia parva,Southern Africa,-24.3570767,19.5687103
Taenia solium,Ecuador,-1.831239,-78.18340599999999
Triaenophorus crassus,Quebec,52.9399159,-73.5491361
Taenia solium,Peru,-9.189967,-75.015152
Taenia solium,Rwanda,-1.940278,29.873888
Echinococcus granulosus,Peru,-9.189967,-75.015152
Raillietina echinobothrida,Senegal,14.497401,-14.452362
Hymenolepis diminuta,New Hampshire/Vermont/Massachusetts/Connecticut/Rhode Is.,43.2509279,-71.9273024
Staphylocystis brusatae,Turkmenistan,38.969719,59.556278
Bothriocephalus scorpii,Adriatic Sea,41.85509039999999,17.2902839
Anoplocephala perfoliata,Victoria,-37.01,144.75
Taenia hydatigena,Uruguay,-32.522779,-55.765835
Gangesia parasiluri,Iraq,33.223191,43.679291
Khawia armeniaca,Iraq,33.223191,43.679291
Echinococcus granulosus,Lithuania,55.169438,23.881275
Anomotaenia constricta,Spain + Andalusia,37.5442706,-4.7277528
Passerilepis stylosa,Spain + Andalusia,37.5442706,-4.7277528
Variolepis farciminosa,Spain + Andalusia,37.5442706,-4.7277528
Proteocephalus longicollis,Greenland,71.706936,-42.604303
Eubothrium salvelini,Greenland,71.706936,-42.604303
Diphyllobothrium ditremum,Greenland,71.706936,-42.604303
Fimbriaria fasciolaris,Indian Region,22,79
Moniezia benedeni,New Zealand,-40.900557,174.885971
Moniezia expansa,New Zealand,-40.900557,174.885971
Hymenolepis carioca,Indian Region,22,79
Cyathocephalus truncatus,Scotland,56.49067119999999,-4.2026458
Echinococcus granulosus,Indian Region,22,79
Taenia solium,Indian Region,22,79
Taenia saginata,Indian Region,22,79
Taenia hydatigena,Indian Region,22,79
Taenia pisiformis,Indian Region,22,79
Taenia taeniaeformis,Indian Region,22,79
Moniezia expansa,Indian Region,22,79
Moniezia benedeni,Indian Region,22,79
Bertiella studeri,Indian Region,22,79
Hymenolepis nana,"England, Wales + Isle of Man",54.236107,-4.548056
Avitellina centripunctata,Indian Region,22,79
Avitellina lahorea,Indian Region,22,79
Stilesia globipunctata,Indian Region,22,79
Raillietina tetragona,Indian Region,22,79
Raillietina echinobothrida,Indian Region,22,79
Choanotaenia infundibulum,Indian Region,22,79
Dipylidium caninum,Indian Region,22,79
Joyeuxiella pasqualei,Indian Region,22,79
Hymenolepis cantaniana,Indian Region,22,79
Hymenolepis diminuta,Indian Region,22,79
Hymenolepis nana,Indian Region,22,79
Glaridacris catostomi,Canada,56.130366,-106.346771
Glaridacris catostomi,Manitoba,53.7608608,-98.8138762
Glaridacris catostomi,Ontario,51.253775,-85.323214
Glaridacris catostomi,Saskatchewan,52.9399159,-106.4508639
Glaridacris vogei,British Columbia,53.7266683,-127.6476205
Hunterella nodulosa,Canada,56.130366,-106.346771
Monobothrium hunteri,Manitoba,53.7608608,-98.8138762
Corallobothrium fimbriatum,Ontario,51.253775,-85.323214
Corallotaenia minutia,Ontario,51.253775,-85.323214
Megathylacoides giganteum,Ontario,51.253775,-85.323214
Proteocephalus filicollis,Manitoba,53.7608608,-98.8138762
Proteocephalus filicollis,Alberta,53.9332706,-116.5765035
Proteocephalus fluviatilis,Ontario,51.253775,-85.323214
Proteocephalus longicollis,Canada,56.130366,-106.346771
Proteocephalus macrocephalus,Canada,56.130366,-106.346771
Proteocephalus pearsei,Ontario,51.253775,-85.323214
Eubothrium rugosum,Canada,56.130366,-106.346771
Archigetes sieboldi,European USSR (CIS),54.5259614,15.2551187
Khawia sinensis,Byelorussia,53.709807,27.953389
Schistocephalus solidus,"England, Wales + Isle of Man",54.236107,-4.548056
Eubothrium salvelini,Labrador + Newfoundland,53.1355091,-57.6604364
Bothriocephalus claviceps,Ontario,51.253775,-85.323214
Bothriocephalus claviceps,Canada,56.130366,-106.346771
Bothriocephalus cuspidatus,Canada,56.130366,-106.346771
Bothriocephalus cuspidatus,Ontario,51.253775,-85.323214
Bothriocephalus opsariichthydis,British Columbia,53.7266683,-127.6476205
Echinococcus granulosus,Eastern & Central Europe,48.66,19.5
Dipylidium caninum,Eastern & Central Europe,48.66,19.5
Triaenophorus nodulosus,Canada,56.130366,-106.346771
Triaenophorus nodulosus,Alberta,53.9332706,-116.5765035
Triaenophorus stizostedionis,Canada,56.130366,-106.346771
Lacistorhynchus tenuis,Atlantic Ocean,-14.5994134,-28.6731465
Haplobothrium globuliforme,Ontario,51.253775,-85.323214
Diphyllobothrium ditremum,Yukon + Northwest Territories,60.71795149999999,-135.0498961
Ligula intestinalis,British Columbia,53.7266683,-127.6476205
Ligula intestinalis,Saskatchewan,52.9399159,-106.4508639
Schistocephalus solidus,British Columbia,53.7266683,-127.6476205
Schistocephalus solidus,Manitoba,53.7608608,-98.8138762
Schistocephalus solidus,Saskatchewan,52.9399159,-106.4508639
Cyathocephalus truncatus,Ontario,51.253775,-85.323214
Cyathocephalus truncatus,Yukon + Northwest Territories,60.71795149999999,-135.0498961
Cyathocephalus truncatus,Manitoba,53.7608608,-98.8138762
Cyathocephalus truncatus,British Columbia,53.7266683,-127.6476205
Cyathocephalus truncatus,Alberta,53.9332706,-116.5765035
Taenia pisiformis,Japan,36.204824,138.252924
Taenia serialis,Japan,36.204824,138.252924
Diphyllobothrium ditremum,Quebec,52.9399159,-73.5491361
Hymenolepis nana,Chile,-35.675147,-71.542969
Echinococcus granulosus,Chile,-35.675147,-71.542969
Dipylidium caninum,Chile,-35.675147,-71.542969
Taenia saginata,Chile,-35.675147,-71.542969
Spathebothrium simplex,Coast of Japan,35.4543846,139.644207
Bothriocephalus scorpii,Coast of Japan,35.4543846,139.644207
Taenia mustelae,Japan,36.204824,138.252924
Bothriocephalus scorpii,North Sea,56.511018,3.515625
Bothriocephalus barbatus,France,46.227638,2.213749
Bothriocephalus gregarius,France,46.227638,2.213749
Triaenophorus crassus,Denmark,56.26392,9.501785
Taenia saginata,United States,37.09024,-95.712891
Taenia crassiceps,United States,37.09024,-95.712891
Taenia macrocystis,Venezuela,6.42375,-66.58973
Taenia multiceps,Uruguay,-32.522779,-55.765835
Taenia pisiformis,Uruguay,-32.522779,-55.765835
Dipylidium caninum,Uruguay,-32.522779,-55.765835
Taenia crassiceps,Spain + Andalusia,37.5442706,-4.7277528
Dipylidium caninum,Estonia + Latvia,56.95962400000001,24.1016552
Eubothrium salvelini,Scotland,56.49067119999999,-4.2026458
Paranoplocephala macrocephala,Arizona,34.0489281,-111.0937311
Hymenolepis diminuta,Indiana,40.2671941,-86.1349019
Grillotia erinaceus,West Coast of Norway,60.4121981,5.3222701
Ligula intestinalis,Kazakstan,48.019573,66.923684
Bothriocephalus acheilognathi,Norway,60.47202399999999,8.468945999999999
Proteocephalus torulosus,Austria,47.516231,14.550072
Bothriocephalus scorpii,South China Sea,15.488092,114.404754
Triaenophorus nodulosus,Russia (Asian),61.52401,105.318756
Triaenophorus crassus,Russia (Asian),61.52401,105.318756
Eubothrium rugosum,Russia (Asian),61.52401,105.318756
Eubothrium salvelini,Russia (Asian),61.52401,105.318756
Diphyllobothrium ditremum,Russia (Asian),61.52401,105.318756
Ligula intestinalis,Russia (Asian),61.52401,105.318756
Schistocephalus pungitii,Russia (Asian),61.52401,105.318756
Cyathocephalus truncatus,Russia (Asian),61.52401,105.318756
Diplocotyle olrikii,Russia (Asian),61.52401,105.318756
Proteocephalus percae,Russia (Asian),61.52401,105.318756
Proteocephalus cernuae,Russia (Asian),61.52401,105.318756
Proteocephalus torulosus,Russia (Asian),61.52401,105.318756
Proteocephalus filicollis,Russia (Asian),61.52401,105.318756
Amphilina foliacea,Italy,41.87194,12.56738
Schistocephalus solidus,Italy,41.87194,12.56738
Tetrabothrius erostris,Italy,41.87194,12.56738
Anoplocephala magna,Italy,41.87194,12.56738
Avitellina centripunctata,Italy,41.87194,12.56738
Cittotaenia denticulata,Italy,41.87194,12.56738
Ctenotaenia marmotae,Italy,41.87194,12.56738
Moniezia benedeni,Italy,41.87194,12.56738
Moniezia expansa,Italy,41.87194,12.56738
Mosgovoyia pectinata,Italy,41.87194,12.56738
Paranoplocephala omphalodes,Italy,41.87194,12.56738
Stilesia globipunctata,Italy,41.87194,12.56738
Cladotaenia globifera,France,46.227638,2.213749
Schistocephalus solidus,Switzerland + Lichtenstein,47.3682887,8.5374552
Bothriocephalus acheilognathi,Iran,32.427908,53.688046
Ligula intestinalis,Iran,32.427908,53.688046
Davainea proglottina,Italy,41.87194,12.56738
Ophryocotyle proteus,Italy,41.87194,12.56738
Raillietina echinobothrida,Italy,41.87194,12.56738
Raillietina tetragona,Italy,41.87194,12.56738
Amoebotaenia cuneata,Italy,41.87194,12.56738
Multitesticulata filamentosa,Italy,41.87194,12.56738
Neogryporhynchus cheilancristrotus,Italy,41.87194,12.56738
Paricterotaenia porosa,Italy,41.87194,12.56738
Diplopylidium acanthotetra,Italy,41.87194,12.56738
Joyeuxiella echinorhynchoides,Italy,41.87194,12.56738
Joyeuxiella pasqualei,Italy,41.87194,12.56738
Cladotaenia globifera,Italy,41.87194,12.56738
Fimbriarioides intermedia,Black Sea,43.41302899999999,34.299316
Microsomacanthus microskrjabini,Black Sea,43.41302899999999,34.299316
Platyscolex ciliata,Black Sea,43.41302899999999,34.299316
Paruterina candelabraria,Italy,41.87194,12.56738
Aploparaksis crassirostris,Italy,41.87194,12.56738
Aploparaksis filum,Italy,41.87194,12.56738
Aploparaksis furcigera,Italy,41.87194,12.56738
Dicranotaenia coronula,Italy,41.87194,12.56738
Diorchis inflata,Italy,41.87194,12.56738
Diploposthe laevis,Italy,41.87194,12.56738
Drepanidotaenia lanceolata,Italy,41.87194,12.56738
Echinocotyle rosseteri,Italy,41.87194,12.56738
Fimbriaria fasciolaris,Italy,41.87194,12.56738
Hymenolepis cantaniana,Italy,41.87194,12.56738
Hymenolepis diminuta,Italy,41.87194,12.56738
Passerilepis stylosa,Italy,41.87194,12.56738
Pseudhymenolepis redonica,Italy,41.87194,12.56738
Rodentolepis asymmetrica,Italy,41.87194,12.56738
Rodentolepis straminea,Italy,41.87194,12.56738
Sobolevicanthus gracilis,Italy,41.87194,12.56738
Staphylocystis pistillum,Italy,41.87194,12.56738
Staphylocystis scalaris,Italy,41.87194,12.56738
Taenia crassiceps,Italy,41.87194,12.56738
Taenia polyacantha,Italy,41.87194,12.56738
Taenia saginata,Italy,41.87194,12.56738
Taenia serialis,Italy,41.87194,12.56738
Taenia solium,Italy,41.87194,12.56738
Cephalochlamys namaquensis,Cape Province,-33.5,20.97
Molluscotaenia crassiscolex,Kazakstan,48.019573,66.923684
Lineolepis scutigera,Kazakstan,48.019573,66.923684
Neoskrjabinolepis schaldybini,Kazakstan,48.019573,66.923684
Staphylocystis brusatae,Kazakstan,48.019573,66.923684
Staphylocystis furcata,Kazakstan,48.019573,66.923684
Urocystis prolifer,Kazakstan,48.019573,66.923684
Oochoristica scelopori,Mexico,23.634501,-102.552784
Staphylocystis furcata,Borneo,0.9618833999999999,114.5548495
Moniezia expansa,NW African coast,-8.783195,34.508523
Proteocephalus percae,European USSR (CIS),54.5259614,15.2551187
Proteocephalus cernuae,European USSR (CIS),54.5259614,15.2551187
Oochoristica scelopori,United States,37.09024,-95.712891
Calliobothrium verticillatum,Adriatic Sea,41.85509039999999,17.2902839
Proteocephalus filicollis,Scotland,56.49067119999999,-4.2026458
Khawia sinensis,European USSR (CIS),54.5259614,15.2551187
Valipora campylancristrota,European USSR (CIS),54.5259614,15.2551187
Cyathocephalus truncatus,Great Lakes,45.0522366,-82.4846115
Eubothrium salvelini,Great Lakes,45.0522366,-82.4846115
Triaenophorus crassus,Great Lakes,45.0522366,-82.4846115
Triaenophorus nodulosus,Great Lakes,45.0522366,-82.4846115
Lacistorhynchus tenuis,Northeast Atlantic,39.370134,-77.40677199999999
Nybelinia surmenicola,Chilean coast,-32.98,-71.00999999999999
Lacistorhynchus dollfusi,Chilean coast,-32.98,-71.00999999999999
Dipylidium caninum,European USSR (CIS),54.5259614,15.2551187
Caryophyllaeus laticeps,Norway,60.47202399999999,8.468945999999999
Ligula intestinalis,Norway,60.47202399999999,8.468945999999999
Proteocephalus percae,Norway,60.47202399999999,8.468945999999999
Corallobothrium fimbriatum,Arizona,34.0489281,-111.0937311
Proteocephalus ambloplitis,Arizona,34.0489281,-111.0937311
Oochoristica anolis,Nearctic,53.569001,-113.571487
Oochoristica osheroffi,Nearctic,53.569001,-113.571487
Oochoristica scelopori,Nearctic,53.569001,-113.571487
Hymenolepis citelli,Idaho,44.0682019,-114.7420408
Cyclustera ibisae,Florida,27.6648274,-81.5157535
Raillietina echinobothrida,Vietnam,14.058324,108.277199
Raillietina tetragona,Vietnam,14.058324,108.277199
Raillietina cesticillus,Vietnam,14.058324,108.277199
Diorchis brevis,Vietnam,14.058324,108.277199
Diploposthe laevis,Vietnam,14.058324,108.277199
Fimbriaria fasciolaris,Vietnam,14.058324,108.277199
Hymenolepis diminuta,Vietnam,14.058324,108.277199
Rodentolepis straminea,Vietnam,14.058324,108.277199
Dipylidium caninum,Vietnam,14.058324,108.277199
Taenia laticollis,Vietnam,14.058324,108.277199
Taenia solium,Vietnam,14.058324,108.277199
Caryophyllaeus laticeps,Iraq,33.223191,43.679291
Taenia saginata,Peru,-9.189967,-75.015152
Taenia saginata,Guatemala,15.783471,-90.23075899999999
Taenia hydatigena,Vietnam,14.058324,108.277199
Taenia martis,Balearic Islands,39.3587759,2.7356328
Echinococcus oligarthrus,Mexico,23.634501,-102.552784
Bothriocephalus gregarius,Black Sea,43.41302899999999,34.299316
Ligula intestinalis,Uganda,1.373333,32.290275
Dicranotaenia coronula,Florida,27.6648274,-81.5157535
Diorchis bulbodes,Florida,27.6648274,-81.5157535
Diploposthe laevis,Florida,27.6648274,-81.5157535
Fimbriaria fasciolaris,Florida,27.6648274,-81.5157535
Microsomacanthus compressa,Florida,27.6648274,-81.5157535
Microsomacanthus hopkinsi,Florida,27.6648274,-81.5157535
Platyscolex ciliata,Florida,27.6648274,-81.5157535
Sobolevicanthus gracilis,Florida,27.6648274,-81.5157535
Taenia acinonyxi,Zaire,-6.2649292,14.2343282
Taenia hydatigena,Iceland,64.963051,-19.020835
Taenia parenchymatosa,Russia (Asian),61.52401,105.318756
Taenia laticollis,Alberta,53.9332706,-116.5765035
Taenia pisiformis,Switzerland + Lichtenstein,47.3682887,8.5374552
Taenia regis,Zaire,-6.2649292,14.2343282
Taenia solium,Switzerland + Lichtenstein,47.3682887,8.5374552
Taenia parva,Switzerland + Lichtenstein,47.3682887,8.5374552
Ligula intestinalis,Quebec,52.9399159,-73.5491361
