Parasite.species,Location,Latitude,Longitude,Habitat
Diphyllobothrium ditremum,European USSR (CIS),54.5259614,15.2551187,freshwater
Catenotaenia pusilla,European USSR (CIS),54.5259614,15.2551187,terrestrial
Taenia hydatigena,Turkmenistan,38.969719,59.556278,terrestrial
Joyeuxiella echinorhynchoides,Turkmenistan,38.969719,59.556278,terrestrial
Echinococcus granulosus,Lebanon,33.854721,35.862285,terrestrial
Diphyllobothrium dendriticum,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Diphyllobothrium ditremum,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Eubothrium salvelini,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Triaenophorus crassus,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Proteocephalus ambloplitis,Saskatchewan,52.9399159,-106.4508639,freshwater
Anoplocephala perfoliata,Uzbekistan,41.377491,64.585262,terrestrial
Anoplocephala magna,Uzbekistan,41.377491,64.585262,terrestrial
Taenia omissa,Florida,27.6648274,-81.5157535,terrestrial
Taenia hydatigena,Florida,27.6648274,-81.5157535,terrestrial
Cyathocephalus truncatus,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Cyathocephalus truncatus,European USSR (CIS),54.5259614,15.2551187,freshwater
Eubothrium salvelini,European USSR (CIS),54.5259614,15.2551187,freshwater
Proteocephalus thymalli,European USSR (CIS),54.5259614,15.2551187,freshwater
Proteocephalus longicollis,European USSR (CIS),54.5259614,15.2551187,freshwater
Dipylidium caninum,Uzbekistan,41.377491,64.585262,terrestrial
Haplobothrium globuliforme,Nearctic,53.569001,-113.571487,freshwater
Diphyllobothrium latum,Finno-Karelian ASSR,63.15587019999999,32.9905552,terrestrial
Ligula intestinalis,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Caryophyllaeus laticeps,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Eubothrium rugosum,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Hymenolepis nana,Iran,32.427908,53.688046,terrestrial
Taenia saginata,Iran,32.427908,53.688046,terrestrial
Echinococcus granulosus,Sardinia,40.1208752,9.012892599999999,terrestrial
Schistocephalus solidus,Finno-Karelian ASSR,63.15587019999999,32.9905552,freshwater
Flamingolepis liguloides,Sardinia,40.1208752,9.012892599999999,freshwater
Proteocephalus longicollis,Finland,61.92410999999999,25.7481511,freshwater
Eubothrium rugosum,Finland,61.92410999999999,25.7481511,freshwater
Proteocephalus filicollis,Finland,61.92410999999999,25.7481511,freshwater
Proteocephalus ambiguus,Finland,61.92410999999999,25.7481511,freshwater
Bothriocephalus barbatus,Northeast Atlantic,39.370134,-77.40677199999999,marine
Bothriocephalus barbatus,Western Mediterranean,34.5531284,18.0480105,marine
Ligula intestinalis,Italy,41.87194,12.56738,freshwater
Taenia hydatigena,Italy,41.87194,12.56738,terrestrial
Echinococcus granulosus,Italy,41.87194,12.56738,terrestrial
Taenia solium,Uzbekistan,41.377491,64.585262,terrestrial
Hymenolepis diminuta,Uzbekistan,41.377491,64.585262,terrestrial
Dilepis undula,Belgium + Luxembourg,50.0546886,5.467698299999999,terrestrial
Taenia crassiceps,East Germany (!! USE Germany),51.165691,10.451526,terrestrial
Taenia polyacantha,East Germany (!! USE Germany),51.165691,10.451526,terrestrial
Eubothrium crassum,Sweden,60.12816100000001,18.643501,freshwater
Mathevotaenia symmetrica,Mongolia,46.862496,103.846656,terrestrial
Flamingolepis liguloides,Mediterranean,34.5531284,18.0480105,freshwater
Platyscolex ciliata,Manitoba,53.7608608,-98.8138762,freshwater
Echinococcus granulosus,"Ukraine, incl. Moldavia",48.379433,31.1655799,terrestrial
Taenia hydatigena,"Ukraine, incl. Moldavia",48.379433,31.1655799,terrestrial
Choanotaenia infundibulum,Armenia,40.069099,45.038189,terrestrial
Raillietina echinobothrida,Armenia,40.069099,45.038189,terrestrial
Raillietina tetragona,Armenia,40.069099,45.038189,terrestrial
Drepanidotaenia lanceolata,Armenia,40.069099,45.038189,freshwater
Tschertkovilepis setigera,Armenia,40.069099,45.038189,freshwater
Bothriocephalus acheilognathi,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Taenia polyacantha,Japan,36.204824,138.252924,terrestrial
Hymenolepis diminuta,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Cyathocephalus truncatus,Kazakstan,48.019573,66.923684,freshwater
Eubothrium salvelini,British Columbia,53.7266683,-127.6476205,freshwater
Raillietina cesticillus,Cuba,21.521757,-77.781167,terrestrial
Oochoristica scelopori,Arizona,34.0489281,-111.0937311,terrestrial
Taenia pisiformis,Oklahoma,35.0077519,-97.092877,terrestrial
Mosgovoyia pectinata,Oklahoma,35.0077519,-97.092877,terrestrial
Taenia mustelae,District of Columbia/Delaware/New Jersey/Maryland,39.0457549,-76.64127119999999,terrestrial
Taenia martis,District of Columbia/Delaware/New Jersey/Maryland,39.0457549,-76.64127119999999,terrestrial
Taenia hydatigena,Alberta,53.9332706,-116.5765035,terrestrial
Taenia omissa,Alberta,53.9332706,-116.5765035,terrestrial
Grillotia erinaceus,Sea of Okhotsk,52.87362299999999,149.3658173,marine
Nybelinia surmenicola,Sea of Okhotsk,52.87362299999999,149.3658173,marine
Catenotaenia pusilla,Uzbekistan,41.377491,64.585262,terrestrial
Rodentolepis straminea,Uzbekistan,41.377491,64.585262,terrestrial
Taenia pisiformis,Uzbekistan,41.377491,64.585262,terrestrial
Taenia polyacantha,Uzbekistan,41.377491,64.585262,terrestrial
Joyeuxiella echinorhynchoides,Uzbekistan,41.377491,64.585262,terrestrial
Triaenophorus nodulosus,France,46.227638,2.213749,freshwater
Ophiotaenia europaea,Armenia,40.069099,45.038189,freshwater
Caryophyllaeus laticeps,Azerbaidzan,40.143105,47.576927,freshwater
Ligula intestinalis,Azerbaidzan,40.143105,47.576927,freshwater
Proteocephalus osculatus,Azerbaidzan,40.143105,47.576927,freshwater
Paradilepis scolecina,Azerbaidzan,40.143105,47.576927,freshwater
Diphyllobothrium dendriticum,Alaska,64.2008413,-149.4936733,freshwater
Taenia crassiceps,Alaska,64.2008413,-149.4936733,terrestrial
Cloacotaenia megalops,Kashmir + Jammu,32.7266016,74.8570259,freshwater
Taenia pisiformis,Arizona,34.0489281,-111.0937311,terrestrial
Taenia multiceps,Arizona,34.0489281,-111.0937311,terrestrial
Hymenolepis diminuta,Georgia (USSR),42.315407,43.35689199999999,terrestrial
Rodentolepis straminea,Georgia (USSR),42.315407,43.35689199999999,terrestrial
Taenia solium,Armenia,40.069099,45.038189,terrestrial
Diorchis inflata,Armenia,40.069099,45.038189,freshwater
Confluaria podicipina,Armenia,40.069099,45.038189,freshwater
Cloacotaenia megalops,Armenia,40.069099,45.038189,freshwater
Triaenophorus nodulosus,Mongolia,46.862496,103.846656,freshwater
Eubothrium salvelini,Mongolia,46.862496,103.846656,freshwater
Diphyllobothrium dendriticum,Mongolia,46.862496,103.846656,freshwater
Ligula intestinalis,Mongolia,46.862496,103.846656,freshwater
Proteocephalus percae,Mongolia,46.862496,103.846656,freshwater
Proteocephalus thymalli,Mongolia,46.862496,103.846656,freshwater
Proteocephalus torulosus,Mongolia,46.862496,103.846656,freshwater
Paradilepis scolecina,Mongolia,46.862496,103.846656,freshwater
Valipora campylancristrota,Mongolia,46.862496,103.846656,freshwater
Echinococcus multilocularis,Germany,51.165691,10.451526,terrestrial
Echinococcus multilocularis,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Echinococcus granulosus,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Echinococcus granulosus,Germany,51.165691,10.451526,terrestrial
Anoplocephala perfoliata,European USSR (CIS),54.5259614,15.2551187,terrestrial
Anoplocephala magna,European USSR (CIS),54.5259614,15.2551187,terrestrial
Taenia taeniaeformis,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Grillotia erinaceus,Northeast Atlantic,39.370134,-77.40677199999999,marine
Dilepis undula,Armenia,40.069099,45.038189,terrestrial
Passerilepis stylosa,Armenia,40.069099,45.038189,terrestrial
Hymenolepis nana,Mexico,23.634501,-102.552784,terrestrial
Avitellina centripunctata,Kazakstan,48.019573,66.923684,terrestrial
Moniezia expansa,Zaire,-6.2649292,14.2343282,terrestrial
Thysaniezia giardi,Zaire,-6.2649292,14.2343282,terrestrial
Polyonchobothrium clarias,Egypt,26.820553,30.802498,freshwater
Taenia hydatigena,Kenya,-0.023559,37.906193,terrestrial
Taenia saginata,Kenya,-0.023559,37.906193,terrestrial
Taenia pisiformis,Belgium + Luxembourg,50.0546886,5.467698299999999,terrestrial
Dipylidium caninum,Belgium + Luxembourg,50.0546886,5.467698299999999,terrestrial
Glaridacris catostomi,United States,37.09024,-95.712891,freshwater
Lateriporus clerci,Kazakstan,48.019573,66.923684,freshwater
Taenia taeniaeformis,Scotland,56.49067119999999,-4.2026458,terrestrial
Taenia saginata,Ethiopian Region,9.145000000000001,40.489673,terrestrial
Taenia solium,Ethiopian Region,9.145000000000001,40.489673,terrestrial
Diorchis inflata,Iran,32.427908,53.688046,freshwater
Diploposthe laevis,Iran,32.427908,53.688046,freshwater
Diphyllobothrium latum,Baltic Sea,58.48795200000001,19.863281,terrestrial
Grillotia erinaceus,North Sea,56.511018,3.515625,marine
Moniezia expansa,Iran,32.427908,53.688046,terrestrial
Avitellina centripunctata,Iran,32.427908,53.688046,terrestrial
Stilesia globipunctata,Iran,32.427908,53.688046,terrestrial
Ophryocotyle proteus,Spain + Andalusia,37.5442706,-4.7277528,marine
Cladotaenia circi,"Ukraine, incl. Moldavia",48.379433,31.1655799,terrestrial
Taenia crassiceps,"Ukraine, incl. Moldavia",48.379433,31.1655799,terrestrial
Taenia mustelae,"Ukraine, incl. Moldavia",48.379433,31.1655799,terrestrial
Taenia parva,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Bothriocephalus scorpii,Black Sea,43.41302899999999,34.299316,marine
Taenia multiceps,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Eurycestus avoceti,Kazakstan,48.019573,66.923684,freshwater
Triodontolepis bifurca,"Ukraine, incl. Moldavia",48.379433,31.1655799,freshwater
Spirometra mansonoides,Ecuador,-1.831239,-78.18340599999999,terrestrial
Aploparaksis rissae,United States,37.09024,-95.712891,terrestrial
Ophiotaenia europaea,Spain + Andalusia,37.5442706,-4.7277528,freshwater
Hymenolepis diminuta,United States,37.09024,-95.712891,terrestrial
Catenotaenia pusilla,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Hymenolepis diminuta,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Diplogonoporus balaenopterae,Northeast Atlantic,39.370134,-77.40677199999999,marine
Eubothrium salvelini,Quebec,52.9399159,-73.5491361,freshwater
Ligula intestinalis,Canada,56.130366,-106.346771,freshwater
Raillietina cesticillus,Florida,27.6648274,-81.5157535,terrestrial
Atriotaenia procyonis,Pennsylvania,41.2033216,-77.1945247,terrestrial
Oochoristica scelopori,California,36.778261,-119.4179324,terrestrial
Proteocephalus fluviatilis,Japan,36.204824,138.252924,freshwater
Proteocephalus macrocephalus,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Diphyllobothrium dendriticum,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Diphyllobothrium ditremum,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Diphyllobothrium dendriticum,Norway,60.47202399999999,8.468945999999999,freshwater
Dilepis undula,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Cladotaenia globifera,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Echinococcus multilocularis,Austria,47.516231,14.550072,terrestrial
Taenia parva,Balearic Islands,39.3587759,2.7356328,terrestrial
Cladotaenia globifera,Balearic Islands,39.3587759,2.7356328,terrestrial
Catenotaenia pusilla,Balearic Islands,39.3587759,2.7356328,terrestrial
Pseudhymenolepis redonica,Balearic Islands,39.3587759,2.7356328,terrestrial
Eubothrium crassum,Greece,39.074208,21.824312,freshwater
Bothriocephalus opsariichthydis,European USSR (CIS),54.5259614,15.2551187,freshwater
Diphyllobothrium ditremum,Lake Baikal,53.5587003,108.1649965,freshwater
Anoplocephala magna,Kazakstan,48.019573,66.923684,terrestrial
Anoplocephala perfoliata,Kazakstan,48.019573,66.923684,terrestrial
Echinococcus granulosus,Kazakstan,48.019573,66.923684,terrestrial
Moniezia benedeni,Kazakstan,48.019573,66.923684,terrestrial
Moniezia expansa,Kazakstan,48.019573,66.923684,terrestrial
Dicranotaenia coronula,Alberta,53.9332706,-116.5765035,freshwater
Nybelinia surmenicola,Japan,36.204824,138.252924,marine
Diplogonoporus balaenopterae,Japan,36.204824,138.252924,marine
Mathevotaenia symmetrica,Thailand,15.870032,100.992541,terrestrial
Diphyllobothrium latum,Alaska,64.2008413,-149.4936733,terrestrial
Echinococcus granulosus,Estonia + Latvia,56.95962400000001,24.1016552,terrestrial
Bothriocephalus acheilognathi,European USSR (CIS),54.5259614,15.2551187,freshwater
Anoplocephala perfoliata,East Germany (!! USE Germany),51.165691,10.451526,terrestrial
Schistocephalus solidus,Japan,36.204824,138.252924,freshwater
Tetrabothrius erostris,Japan,36.204824,138.252924,marine
Raillietina echinobothrida,Japan,36.204824,138.252924,terrestrial
Raillietina cesticillus,Japan,36.204824,138.252924,terrestrial
Amoebotaenia cuneata,Japan,36.204824,138.252924,terrestrial
Paradilepis scolecina,Japan,36.204824,138.252924,freshwater
Choanotaenia infundibulum,Japan,36.204824,138.252924,terrestrial
Fimbriaria fasciolaris,Japan,36.204824,138.252924,freshwater
Cloacotaenia megalops,Japan,36.204824,138.252924,freshwater
Diorchis nyrocae,Japan,36.204824,138.252924,freshwater
Microsomacanthus ductilis,Japan,36.204824,138.252924,marine
Sobolevicanthus gracilis,Japan,36.204824,138.252924,freshwater
Variolepis farciminosa,Japan,36.204824,138.252924,terrestrial
Diploposthe laevis,Japan,36.204824,138.252924,freshwater
Echinococcus granulosus,Byelorussia,53.709807,27.953389,terrestrial
Echinococcus granulosus,Georgia (USSR),42.315407,43.35689199999999,terrestrial
Taenia taeniaeformis,Azerbaidzan,40.143105,47.576927,terrestrial
Echinococcus granulosus,Yakut ASSR,66.7613451,124.123753,terrestrial
Moniezia expansa,Lesser Antilles,14.4122148,-64.7627955,terrestrial
Taenia taeniaeformis,Victoria,-37.01,144.75,terrestrial
Moniezia expansa,Ghana,7.946527,-1.023194,terrestrial
Dicranotaenia coronula,New Zealand,-40.900557,174.885971,freshwater
Hymenolepis nana,Laos,19.85627,102.495496,terrestrial
Hymenolepis diminuta,Thailand,15.870032,100.992541,terrestrial
Hymenolepis nana,Thailand,15.870032,100.992541,terrestrial
Taenia taeniaeformis,Indonesia & Malaysia,-0.789275,113.921327,terrestrial
Hymenolepis diminuta,Indonesia & Malaysia,-0.789275,113.921327,terrestrial
Taenia taeniaeformis,Islands of Western Pacific,-8.783195,-124.508523,terrestrial
Hymenolepis diminuta,Marshall Islands,7.131474,171.184478,terrestrial
Hymenolepis diminuta,Fijian Islands,-17.713371,178.065032,terrestrial
Hymenolepis diminuta,Islands of Pacific Ocean,-8.783195,-124.508523,terrestrial
Hymenolepis diminuta,Samoa Islands,-12.798491,-170.477306,terrestrial
Hymenolepis nana,Samoa Islands,-12.798491,-170.477306,terrestrial
Hymenolepis diminuta,New Zealand,-40.900557,174.885971,terrestrial
Taenia taeniaeformis,New Zealand,-40.900557,174.885971,terrestrial
Ophiotaenia europaea,Turkmenistan,38.969719,59.556278,freshwater
Diplopylidium acanthotetra,Turkmenistan,38.969719,59.556278,terrestrial
Echinococcus granulosus,Argentina,-38.416097,-63.61667199999999,terrestrial
Diphyllobothrium latum,Europe,54.5259614,15.2551187,terrestrial
Diphyllobothrium dendriticum,Europe,54.5259614,15.2551187,freshwater
Diphyllobothrium ditremum,Europe,54.5259614,15.2551187,freshwater
Diphyllobothrium latum,Argentina,-38.416097,-63.61667199999999,terrestrial
Echinococcus granulosus,Pakistan,30.375321,69.34511599999999,terrestrial
Taenia taeniaeformis,California,36.778261,-119.4179324,terrestrial
Taenia omissa,District of Columbia/Delaware/New Jersey/Maryland,39.0457549,-76.64127119999999,terrestrial
Diphyllobothrium dendriticum,Argentina,-38.416097,-63.61667199999999,freshwater
Raillietina tetragona,Azerbaidzan,40.143105,47.576927,terrestrial
Raillietina echinobothrida,Azerbaidzan,40.143105,47.576927,terrestrial
Caryophyllaeus laticeps,European USSR (CIS),54.5259614,15.2551187,freshwater
Dipylidium caninum,Jordan,30.585164,36.238414,terrestrial
Diphyllobothrium latum,Jordan,30.585164,36.238414,terrestrial
Paranoplocephala omphalodes,Kirgizia,41.20438,74.766098,terrestrial
Paranoplocephala macrocephala,Kirgizia,41.20438,74.766098,terrestrial
Catenotaenia pusilla,Kirgizia,41.20438,74.766098,terrestrial
Mathevotaenia symmetrica,Kirgizia,41.20438,74.766098,terrestrial
Hymenolepis diminuta,Kirgizia,41.20438,74.766098,terrestrial
Rodentolepis straminea,Kirgizia,41.20438,74.766098,terrestrial
Rodentolepis microstoma,Kirgizia,41.20438,74.766098,terrestrial
Bothriocephalus cuspidatus,Wisconsin,43.7844397,-88.7878678,freshwater
Echinococcus vogeli,Ecuador,-1.831239,-78.18340599999999,terrestrial
Echinococcus granulosus,United States,37.09024,-95.712891,terrestrial
Flamingolepis liguloides,France,46.227638,2.213749,freshwater
Flamingolepis flamingo,France,46.227638,2.213749,freshwater
Gynandrotaenia stammeri,France,46.227638,2.213749,freshwater
Eurycestus avoceti,France,46.227638,2.213749,freshwater
Bothriocephalus opsariichthydis,Azerbaidzan,40.143105,47.576927,freshwater
Khawia sinensis,Azerbaidzan,40.143105,47.576927,freshwater
Bothriocephalus acheilognathi,Azerbaidzan,40.143105,47.576927,freshwater
Taenia hydatigena,Azerbaidzan,40.143105,47.576927,terrestrial
Choanotaenia infundibulum,Azerbaidzan,40.143105,47.576927,terrestrial
Dipylidium caninum,Japan,36.204824,138.252924,terrestrial
Hymenolepis nana,Ecuador,-1.831239,-78.18340599999999,terrestrial
Cladotaenia globifera,Denmark,56.26392,9.501785,terrestrial
Taenia mustelae,Denmark,56.26392,9.501785,terrestrial
Taenia polyacantha,Denmark,56.26392,9.501785,terrestrial
Taenia taeniaeformis,Denmark,56.26392,9.501785,terrestrial
Paranoplocephala omphalodes,Denmark,56.26392,9.501785,terrestrial
Microsomacanthus microskrjabini,"Ukraine, incl. Moldavia",48.379433,31.1655799,freshwater
Fimbriarioides intermedia,"Ukraine, incl. Moldavia",48.379433,31.1655799,freshwater
Triaenophorus nodulosus,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Atriotaenia procyonis,Arkansas,35.20105,-91.8318334,terrestrial
Bothriocephalus acheilognathi,"Ukraine, incl. Moldavia",48.379433,31.1655799,freshwater
Anoplocephala manubriata,Vietnam,14.058324,108.277199,terrestrial
Anoplocephala perfoliata,Vietnam,14.058324,108.277199,terrestrial
Bertiella studeri,Vietnam,14.058324,108.277199,terrestrial
Moniezia benedeni,Vietnam,14.058324,108.277199,terrestrial
Moniezia expansa,Vietnam,14.058324,108.277199,terrestrial
Mosgovoyia pectinata,Vietnam,14.058324,108.277199,terrestrial
Pseudanoplocephala crawfordi,Vietnam,14.058324,108.277199,terrestrial
Avitellina centripunctata,Vietnam,14.058324,108.277199,terrestrial
Diphyllobothrium latum,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Hymenolepis diminuta,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Moniezia expansa,Cape Province,-33.5,20.97,terrestrial
Metroliasthes lucida,France,46.227638,2.213749,terrestrial
Choanotaenia infundibulum,France,46.227638,2.213749,terrestrial
Proteocephalus ambloplitis,Louisiana,30.9842977,-91.96233269999999,freshwater
Proteocephalus filicollis,"England, Wales + Isle of Man",54.236107,-4.548056,freshwater
Bothriocephalus claviceps,Europe,54.5259614,15.2551187,freshwater
Diphyllobothrium ditremum,Eire + N. Ireland,54.7877149,-6.4923145,freshwater
Taenia saginata,Germany,51.165691,10.451526,terrestrial
Triaenophorus crassus,Alaska,64.2008413,-149.4936733,freshwater
Hymenolepis nana,Florida,27.6648274,-81.5157535,terrestrial
Hymenolepis nana,Iraq,33.223191,43.679291,terrestrial
Hymenolepis diminuta,Iraq,33.223191,43.679291,terrestrial
Triaenophorus crassus,Canada,56.130366,-106.346771,freshwater
Paricterotaenia porosa,Iraq,33.223191,43.679291,freshwater
Wardium fusa,Iraq,33.223191,43.679291,freshwater
Mosgovoyia pectinata,Finland,61.92410999999999,25.7481511,terrestrial
Echinococcus granulosus,Iran,32.427908,53.688046,terrestrial
Taenia hydatigena,Iran,32.427908,53.688046,terrestrial
Taenia solium,Iran,32.427908,53.688046,terrestrial
Diphyllobothrium nihonkaiense,Sea of Japan,38.848848,135,terrestrial
Taenia hydatigena,Scotland,56.49067119999999,-4.2026458,terrestrial
Anoplocephala perfoliata,Germany,51.165691,10.451526,terrestrial
Caryophyllaeus laticeps,Austria,47.516231,14.550072,freshwater
Triaenophorus crassus,Austria,47.516231,14.550072,freshwater
Eubothrium crassum,Austria,47.516231,14.550072,freshwater
Ligula intestinalis,Austria,47.516231,14.550072,freshwater
Bothriocephalus acheilognathi,Austria,47.516231,14.550072,freshwater
Proteocephalus macrocephalus,Austria,47.516231,14.550072,freshwater
Proteocephalus percae,Austria,47.516231,14.550072,freshwater
Moniezia expansa,Rwanda,-1.940278,29.873888,terrestrial
Echinococcus multilocularis,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Taenia martis,Germany,51.165691,10.451526,terrestrial
Raillietina tetragona,Bangladesh,23.684994,90.356331,terrestrial
Raillietina echinobothrida,Bangladesh,23.684994,90.356331,terrestrial
Raillietina cesticillus,Bangladesh,23.684994,90.356331,terrestrial
Echinococcus granulosus,Ethiopian Region,9.145000000000001,40.489673,terrestrial
Echinococcus granulosus,Nearctic,53.569001,-113.571487,terrestrial
Echinococcus granulosus,Neotropical,28.9337826,-95.30845339999999,terrestrial
Dipylidium caninum,Arkansas,35.20105,-91.8318334,terrestrial
Corallobothrium fimbriatum,Wisconsin,43.7844397,-88.7878678,freshwater
Triaenophorus nodulosus,Wisconsin,43.7844397,-88.7878678,freshwater
Dipylidium caninum,Laos,19.85627,102.495496,terrestrial
Diphyllobothrium latum,Russia (Asian),61.52401,105.318756,terrestrial
Taenia saginata,Indonesia & Malaysia,-0.789275,113.921327,terrestrial
Taenia solium,Indonesia & Malaysia,-0.789275,113.921327,terrestrial
Taenia solium,New South Wales,-31.2532183,146.921099,terrestrial
Echinococcus multilocularis,Kenya,-0.023559,37.906193,terrestrial
Taenia crassiceps,Kenya,-0.023559,37.906193,terrestrial
Taenia hydatigena,South Australia,-30.0002315,136.2091547,terrestrial
Diploposthe skrjabini,Azerbaidzan,40.143105,47.576927,freshwater
Spirometra erinacei,New South Wales,-31.2532183,146.921099,terrestrial
Spirometra erinacei,Australia,-25.274398,133.775136,terrestrial
Spirometra mansonoides,Japan,36.204824,138.252924,terrestrial
Lateriporus skrjabini,Yakut ASSR,66.7613451,124.123753,freshwater
Joyeuxiella echinorhynchoides,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Raillietina tetragona,Iraq,33.223191,43.679291,terrestrial
Raillietina echinobothrida,Iraq,33.223191,43.679291,terrestrial
Raillietina cesticillus,Iraq,33.223191,43.679291,terrestrial
Hymenolepis carioca,Iraq,33.223191,43.679291,terrestrial
Choanotaenia infundibulum,Iraq,33.223191,43.679291,terrestrial
Taenia hydatigena,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Taenia pisiformis,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Taenia multiceps,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Taenia serialis,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Dipylidium caninum,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Taenia polyacantha,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Microsomacanthus hopkinsi,Manitoba,53.7608608,-98.8138762,freshwater
Microsomacanthus hopkinsi,New Brunswick,46.5653163,-66.46191639999999,freshwater
Hymenolepis nana,Manitoba,53.7608608,-98.8138762,terrestrial
Schistocephalus solidus,Iceland,64.963051,-19.020835,freshwater
Ligula intestinalis,Finland,61.92410999999999,25.7481511,freshwater
Anoplocephala perfoliata,Iceland,64.963051,-19.020835,terrestrial
Taenia taeniaeformis,Corsica,42.0396042,9.012892599999999,terrestrial
Triaenophorus nodulosus,Lake Baikal,53.5587003,108.1649965,freshwater
Proteocephalus percae,Lake Baikal,53.5587003,108.1649965,freshwater
Cephalochlamys namaquensis,Eire + N. Ireland,54.7877149,-6.4923145,freshwater
Khawia sinensis,"Ukraine, incl. Moldavia",48.379433,31.1655799,freshwater
Fimbriaria fasciolaris,Canada,56.130366,-106.346771,freshwater
Fimbriarioides intermedia,Canada,56.130366,-106.346771,freshwater
Aploparaksis furcigera,Canada,56.130366,-106.346771,terrestrial
Cloacotaenia megalops,Canada,56.130366,-106.346771,freshwater
Dicranotaenia coronula,Canada,56.130366,-106.346771,freshwater
Diorchis asiatica,Canada,56.130366,-106.346771,freshwater
Diorchis bulbodes,Canada,56.130366,-106.346771,freshwater
Diorchis inflata,Canada,56.130366,-106.346771,freshwater
Diorchis nyrocae,Canada,56.130366,-106.346771,freshwater
Diorchis ransomi,Canada,56.130366,-106.346771,freshwater
Drepanidotaenia lanceolata,Canada,56.130366,-106.346771,freshwater
Echinocotyle rosseteri,Canada,56.130366,-106.346771,freshwater
Microsomacanthus compressa,Canada,56.130366,-106.346771,freshwater
Microsomacanthus hopkinsi,Canada,56.130366,-106.346771,freshwater
Microsomacanthus microskrjabini,Canada,56.130366,-106.346771,freshwater
Microsomacanthus paracompressa,Canada,56.130366,-106.346771,freshwater
Microsomacanthus spiralibursata,Canada,56.130366,-106.346771,freshwater
Microsomacanthus tuvensis,Canada,56.130366,-106.346771,freshwater
Parabisaccanthes philactes,Canada,56.130366,-106.346771,freshwater
Retinometra venusta,Canada,56.130366,-106.346771,freshwater
Sobolevicanthus gracilis,Canada,56.130366,-106.346771,freshwater
Sobolevicanthus octacantha,Canada,56.130366,-106.346771,freshwater
Tschertkovilepis setigera,Canada,56.130366,-106.346771,freshwater
Diploposthe laevis,Canada,56.130366,-106.346771,freshwater
Lateriporus mathevossianae,Canada,56.130366,-106.346771,freshwater
Lateriporus skrjabini,Canada,56.130366,-106.346771,freshwater
Lateriporus teres,Canada,56.130366,-106.346771,marine
Platyscolex ciliata,Canada,56.130366,-106.346771,freshwater
Moniezia benedeni,New Brunswick,46.5653163,-66.46191639999999,terrestrial
Moniezia benedeni,Quebec,52.9399159,-73.5491361,terrestrial
Taenia hydatigena,Quebec,52.9399159,-73.5491361,terrestrial
Moniezia expansa,Newfoundland,53.1355091,-57.6604364,terrestrial
Moniezia expansa,Quebec,52.9399159,-73.5491361,terrestrial
Moniezia expansa,Nova Scotia,44.68198659999999,-63.744311,terrestrial
Echinococcus granulosus,Ontario,51.253775,-85.323214,terrestrial
Taenia solium,Manitoba,53.7608608,-98.8138762,terrestrial
Taenia solium,Ontario,51.253775,-85.323214,terrestrial
Taenia solium,Saskatchewan,52.9399159,-106.4508639,terrestrial
Taenia hydatigena,Saskatchewan,52.9399159,-106.4508639,terrestrial
Diphyllobothrium latum,Alberta,53.9332706,-116.5765035,terrestrial
Diphyllobothrium latum,Newfoundland,53.1355091,-57.6604364,terrestrial
Diphyllobothrium latum,Quebec,52.9399159,-73.5491361,terrestrial
Diphyllobothrium latum,Saskatchewan,52.9399159,-106.4508639,terrestrial
Dipylidium caninum,New Brunswick,46.5653163,-66.46191639999999,terrestrial
